O3_+_hv_=>_O_+_O_+_O.txt
wavelength          200K                225K                250K                275K                300K                
1.66670000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.66940000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.67220000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.67500000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.67790000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.68070000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.68350000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.68630000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.68920000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.69200000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.69490000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.69780000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.70070000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.70360000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.70650000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.70940000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.71230000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.71530000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.71820000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.72120000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.72410000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.72710000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.73010000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.73310000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.73610000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.73910000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.74220000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.74520000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.74830000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.75130000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.75440000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.75750000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.76060000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.76370000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.76680000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.76990000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.77300000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.77620000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.77940000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.78250000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.78570000e+02      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      7.10000000e-01      
1.78890000e+02      7.09207000e-01      7.09207000e-01      7.09207000e-01      7.09207000e-01      7.09207000e-01      
1.79210000e+02      7.04823000e-01      7.04823000e-01      7.04823000e-01      7.04823000e-01      7.04823000e-01      
1.79530000e+02      7.00439000e-01      7.00439000e-01      7.00439000e-01      7.00439000e-01      7.00439000e-01      
1.79860000e+02      6.95918000e-01      6.95918000e-01      6.95918000e-01      6.95918000e-01      6.95918000e-01      
1.80180000e+02      6.91534000e-01      6.91534000e-01      6.91534000e-01      6.91534000e-01      6.91534000e-01      
1.80510000e+02      6.87013000e-01      6.87013000e-01      6.87013000e-01      6.87013000e-01      6.87013000e-01      
1.80830000e+02      6.82629000e-01      6.82629000e-01      6.82629000e-01      6.82629000e-01      6.82629000e-01      
1.81160000e+02      6.78108000e-01      6.78108000e-01      6.78108000e-01      6.78108000e-01      6.78108000e-01      
1.81490000e+02      6.73587000e-01      6.73587000e-01      6.73587000e-01      6.73587000e-01      6.73587000e-01      
1.81820000e+02      6.69066000e-01      6.69066000e-01      6.69066000e-01      6.69066000e-01      6.69066000e-01      
1.82150000e+02      6.64545000e-01      6.64545000e-01      6.64545000e-01      6.64545000e-01      6.64545000e-01      
1.82480000e+02      6.60024000e-01      6.60024000e-01      6.60024000e-01      6.60024000e-01      6.60024000e-01      
1.82820000e+02      6.55366000e-01      6.55366000e-01      6.55366000e-01      6.55366000e-01      6.55366000e-01      
1.83150000e+02      6.50845000e-01      6.50845000e-01      6.50845000e-01      6.50845000e-01      6.50845000e-01      
1.83490000e+02      6.46187000e-01      6.46187000e-01      6.46187000e-01      6.46187000e-01      6.46187000e-01      
1.83820000e+02      6.41666000e-01      6.41666000e-01      6.41666000e-01      6.41666000e-01      6.41666000e-01      
1.84160000e+02      6.37008000e-01      6.37008000e-01      6.37008000e-01      6.37008000e-01      6.37008000e-01      
1.84500000e+02      6.32350000e-01      6.32350000e-01      6.32350000e-01      6.32350000e-01      6.32350000e-01      
1.84840000e+02      6.27692000e-01      6.27692000e-01      6.27692000e-01      6.27692000e-01      6.27692000e-01      
1.85190000e+02      6.22897000e-01      6.22897000e-01      6.22897000e-01      6.22897000e-01      6.22897000e-01      
1.85530000e+02      6.18239000e-01      6.18239000e-01      6.18239000e-01      6.18239000e-01      6.18239000e-01      
1.85870000e+02      6.13581000e-01      6.13581000e-01      6.13581000e-01      6.13581000e-01      6.13581000e-01      
1.86220000e+02      6.08786000e-01      6.08786000e-01      6.08786000e-01      6.08786000e-01      6.08786000e-01      
1.86570000e+02      6.03991000e-01      6.03991000e-01      6.03991000e-01      6.03991000e-01      6.03991000e-01      
1.86920000e+02      5.99196000e-01      5.99196000e-01      5.99196000e-01      5.99196000e-01      5.99196000e-01      
1.87270000e+02      5.94401000e-01      5.94401000e-01      5.94401000e-01      5.94401000e-01      5.94401000e-01      
1.87620000e+02      5.89606000e-01      5.89606000e-01      5.89606000e-01      5.89606000e-01      5.89606000e-01      
1.87970000e+02      5.84811000e-01      5.84811000e-01      5.84811000e-01      5.84811000e-01      5.84811000e-01      
1.88320000e+02      5.80016000e-01      5.80016000e-01      5.80016000e-01      5.80016000e-01      5.80016000e-01      
1.88680000e+02      5.75084000e-01      5.75084000e-01      5.75084000e-01      5.75084000e-01      5.75084000e-01      
1.89040000e+02      5.70152000e-01      5.70152000e-01      5.70152000e-01      5.70152000e-01      5.70152000e-01      
1.89390000e+02      5.65357000e-01      5.65357000e-01      5.65357000e-01      5.65357000e-01      5.65357000e-01      
1.89750000e+02      5.60425000e-01      5.60425000e-01      5.60425000e-01      5.60425000e-01      5.60425000e-01      
1.90110000e+02      5.55493000e-01      5.55493000e-01      5.55493000e-01      5.55493000e-01      5.55493000e-01      
1.90480000e+02      5.50424000e-01      5.50424000e-01      5.50424000e-01      5.50424000e-01      5.50424000e-01      
1.90840000e+02      5.45492000e-01      5.45492000e-01      5.45492000e-01      5.45492000e-01      5.45492000e-01      
1.91200000e+02      5.40560000e-01      5.40560000e-01      5.40560000e-01      5.40560000e-01      5.40560000e-01      
1.91570000e+02      5.35491000e-01      5.35491000e-01      5.35491000e-01      5.35491000e-01      5.35491000e-01      
1.91940000e+02      5.30422000e-01      5.30422000e-01      5.30422000e-01      5.30422000e-01      5.30422000e-01      
1.92310000e+02      5.25353000e-01      5.25353000e-01      5.25353000e-01      5.25353000e-01      5.25353000e-01      
1.92680000e+02      5.20284000e-01      5.20284000e-01      5.20284000e-01      5.20284000e-01      5.20284000e-01      
1.93050000e+02      5.15215000e-01      5.15215000e-01      5.15215000e-01      5.15215000e-01      5.15215000e-01      
1.93420000e+02      5.10146000e-01      5.10146000e-01      5.10146000e-01      5.10146000e-01      5.10146000e-01      
1.93800000e+02      5.04940000e-01      5.04940000e-01      5.04940000e-01      5.04940000e-01      5.04940000e-01      
1.94170000e+02      4.99871000e-01      4.99871000e-01      4.99871000e-01      4.99871000e-01      4.99871000e-01      
1.94550000e+02      4.94665000e-01      4.94665000e-01      4.94665000e-01      4.94665000e-01      4.94665000e-01      
1.94930000e+02      4.89459000e-01      4.89459000e-01      4.89459000e-01      4.89459000e-01      4.89459000e-01      
1.95310000e+02      4.84253000e-01      4.84253000e-01      4.84253000e-01      4.84253000e-01      4.84253000e-01      
1.95690000e+02      4.79047000e-01      4.79047000e-01      4.79047000e-01      4.79047000e-01      4.79047000e-01      
1.96080000e+02      4.73704000e-01      4.73704000e-01      4.73704000e-01      4.73704000e-01      4.73704000e-01      
1.96460000e+02      4.68498000e-01      4.68498000e-01      4.68498000e-01      4.68498000e-01      4.68498000e-01      
1.96850000e+02      4.63155000e-01      4.63155000e-01      4.63155000e-01      4.63155000e-01      4.63155000e-01      
1.97240000e+02      4.57812000e-01      4.57812000e-01      4.57812000e-01      4.57812000e-01      4.57812000e-01      
1.97630000e+02      4.52469000e-01      4.52469000e-01      4.52469000e-01      4.52469000e-01      4.52469000e-01      
1.98020000e+02      4.47126000e-01      4.47126000e-01      4.47126000e-01      4.47126000e-01      4.47126000e-01      
1.98410000e+02      4.41783000e-01      4.41783000e-01      4.41783000e-01      4.41783000e-01      4.41783000e-01      
1.98810000e+02      4.36303000e-01      4.36303000e-01      4.36303000e-01      4.36303000e-01      4.36303000e-01      
1.99200000e+02      4.30960000e-01      4.30960000e-01      4.30960000e-01      4.30960000e-01      4.30960000e-01      
1.99600000e+02      4.25480000e-01      4.25480000e-01      4.25480000e-01      4.25480000e-01      4.25480000e-01      
2.00000000e+02      4.20000000e-01      4.20000000e-01      4.20000000e-01      4.20000000e-01      4.20000000e-01      
2.00400000e+02      4.14520000e-01      4.14520000e-01      4.14520000e-01      4.14520000e-01      4.14520000e-01      
2.00800000e+02      4.09040000e-01      4.09040000e-01      4.09040000e-01      4.09040000e-01      4.09040000e-01      
2.01210000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.01610000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.02020000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.02430000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.02840000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.03250000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.03670000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.04080000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.04500000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.04920000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.05340000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.05760000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.06190000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.06610000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.07040000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.07470000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.07900000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.08330000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.08770000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.09210000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.09640000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.10080000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.10530000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.10970000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.11420000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.11860000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.12310000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.12770000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.13220000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.13680000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.14130000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.14590000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.15050000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.15520000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.15980000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.16450000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.16920000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.17390000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.17860000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.18340000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.18820000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.19300000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.19780000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.20260000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.20750000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.21240000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.21730000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.22220000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.22720000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.23210000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.23710000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.24220000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.24720000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.25230000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.25730000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.26240000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.26760000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.27270000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.27790000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.28310000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.28830000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.29360000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.29890000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.30410000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.30950000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.31480000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.32020000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.32560000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.33100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.33640000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.34190000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.34740000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.35290000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.35850000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.36410000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.36970000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.37530000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.38100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.38660000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.39230000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.39810000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.40380000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.40960000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.41550000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.42130000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.42720000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.43310000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.43900000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.44500000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.45100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.45700000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.46310000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.46910000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.47520000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.48140000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.48760000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.49380000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.50000000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.50630000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.51260000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.51890000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.52530000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.53160000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.53810000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.54450000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.55100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.55750000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.56410000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.57070000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.57730000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.58400000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.59070000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.59740000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.60420000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.61100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.61780000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.62470000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.63160000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.63850000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.64550000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.65250000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.65960000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.66670000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.67380000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.68100000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.68820000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.69540000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.70270000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.71000000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.71740000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.72480000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.73220000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.73970000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.74730000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.75480000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.76240000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.77010000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.77780000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.78550000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.79330000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.80110000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.80900000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.81690000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.82490000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.83290000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.84090000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.84900000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.85710000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.86530000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
2.87360000e+02      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      0.00000000e+00      
