C2H2 + hv => C2H + H
wavelength (nm)   quantum yield
1.6500e+02        1.8632e-01     
1.6570e+02        1.8172e-01     
1.6680e+02        1.7483e-01     
1.6780e+02        1.6844e-01     
1.6860e+02        1.6307e-01     
1.6940e+02        1.5760e-01     
1.7000e+02        1.5424e-01     
1.7070e+02        1.5000e-01     
1.7140e+02        1.4576e-01     
1.7200e+02        1.4221e-01     
1.7280e+02        1.3690e-01     
1.7410e+02        1.2880e-01     
1.7490e+02        1.2324e-01     
1.7550e+02        1.1951e-01     
1.7650e+02        1.1325e-01     
1.7710e+02        1.0909e-01     
1.7760e+02        1.0608e-01     
1.7850e+02        1.0057e-01     
1.7890e+02        9.7962e-02     
1.7930e+02        9.5499e-02     
1.8020e+02        8.9474e-02     
1.8110e+02        8.4028e-02     
1.8240e+02        7.5820e-02     
1.8280e+02        7.3399e-02     
1.8360e+02        6.8240e-02     
1.8380e+02        6.6873e-02     
1.8440e+02        6.3187e-02     
1.8460e+02        6.1872e-02     
1.8510e+02        1.0000e+00     
1.8580e+02        1.0000e+00     
1.8630e+02        1.0000e+00     
1.8680e+02        1.0000e+00     
1.8740e+02        1.0000e+00     
1.8800e+02        1.0000e+00     
1.8850e+02        1.0000e+00     
1.8900e+02        1.0000e+00     
1.8930e+02        1.0000e+00     
1.9000e+02        1.0000e+00     
1.9070e+02        1.0000e+00     
1.9110e+02        1.0000e+00     
1.9180e+02        1.0000e+00     
1.9240e+02        1.0000e+00     
1.9270e+02        1.0000e+00     
1.9360e+02        1.0000e+00     
1.9460e+02        1.0000e+00     
1.9510e+02        1.0000e+00     
1.9580e+02        1.0000e+00     
1.9630e+02        1.0000e+00     
1.9710e+02        1.0000e+00     
1.9740e+02        1.0000e+00     
1.9780e+02        1.0000e+00     
1.9810e+02        1.0000e+00     
1.9900e+02        1.0000e+00     
2.0000e+02        1.0000e+00     
2.0110e+02        1.0000e+00     
2.3060e+02        1.0000e+00     
