NH2 (wavelength = nm, xs = cm2/molecule)
wavelength          300K                
1.00000000e-01      4.00000000e-23      
5.00000000e-01      5.70000000e-21      
1.00000000e+00      4.20000000e-20      
1.50000000e+00      1.40000000e-19      
2.00000000e+00      2.80000000e-19      
2.43000000e+00      4.30000000e-19      
3.00000000e+00      7.20000000e-19      
3.50000000e+00      4.67000000e-20      
4.00000000e+00      6.41000000e-20      
4.50000000e+00      8.65000000e-20      
5.00000000e+00      1.12000000e-19      
6.00000000e+00      1.74000000e-19      
7.00000000e+00      2.47000000e-19      
8.00000000e+00      3.50000000e-19      
9.00000000e+00      4.75000000e-19      
1.00000000e+01      6.08000000e-19      
1.10000000e+01      7.62000000e-19      
1.20000000e+01      9.00000000e-19      
1.30000000e+01      1.05000000e-18      
1.40000000e+01      1.20000000e-18      
1.50000000e+01      1.38000000e-18      
1.70000000e+01      1.75000000e-18      
1.80000000e+01      1.95000000e-18      
2.00000000e+01      2.38000000e-18      
2.10000000e+01      2.60000000e-18      
2.20000000e+01      2.83000000e-18      
2.30000000e+01      3.07000000e-18      
2.40000000e+01      3.32000000e-18      
2.50000000e+01      3.58000000e-18      
2.60000000e+01      3.85000000e-18      
2.70000000e+01      4.12000000e-18      
2.80000000e+01      4.41000000e-18      
3.20000000e+01      5.58000000e-18      
3.50000000e+01      6.51000000e-18      
3.80000000e+01      7.49000000e-18      
4.10000000e+01      8.53000000e-18      
4.30000000e+01      9.20000000e-18      
4.50000000e+01      9.88000000e-18      
5.10000000e+01      1.20000000e-17      
5.30000000e+01      1.27000000e-17      
5.50000000e+01      1.35000000e-17      
6.00000000e+01      1.53000000e-17      
6.80000000e+01      1.78000000e-17      
7.10000000e+01      1.87000000e-17      
7.40000000e+01      1.95000000e-17      
8.40000000e+01      2.18000000e-17      
1.00000000e+02      1.00000000e-20      
1.21500000e+02      9.13000000e-22      
1.21600000e+02      1.20000000e-21      
1.22350000e+02      5.98000000e-21      
1.23100000e+02      1.76000000e-20      
1.23850000e+02      4.05000000e-20      
1.24600000e+02      8.11000000e-20      
1.25400000e+02      1.54000000e-19      
1.26200000e+02      2.74000000e-19      
1.27000000e+02      4.58000000e-19      
1.27800000e+02      7.30000000e-19      
1.28600000e+02      1.13000000e-18      
1.29450000e+02      1.72000000e-18      
1.30300000e+02      2.52000000e-18      
1.31150000e+02      3.53000000e-18      
1.32000000e+02      4.78000000e-18      
1.32850000e+02      6.26000000e-18      
1.33750000e+02      8.15000000e-18      
1.34650000e+02      1.03000000e-17      
1.35550000e+02      1.17000000e-17      
1.36000000e+02      1.13000000e-17      
1.37450000e+02      5.12000000e-18      
1.38400000e+02      2.25000000e-18      
1.40350000e+02      4.31000000e-19      
1.41800000e+02      1.58000000e-19      
1.43800000e+02      9.92000000e-20      
1.45950000e+02      1.53000000e-19      
1.48100000e+02      2.28000000e-19      
1.50350000e+02      2.45000000e-19      
1.52650000e+02      1.36000000e-19      
1.55000000e+02      1.43000000e-22      
1.57450000e+02      5.39000000e-19      
1.60000000e+02      3.59000000e-18      
1.62600000e+02      1.85000000e-17      
1.65300000e+02      1.29000000e-19      
1.68100000e+02      2.69000000e-21      
1.70950000e+02      2.71000000e-21      
1.73150000e+02      2.25000000e-21      
1.74650000e+02      1.73000000e-21      
1.76200000e+02      1.10000000e-21      
1.77800000e+02      4.90000000e-22      
1.79400000e+02      8.43000000e-23      
1.81000000e+02      2.78000000e-23      
1.82650000e+02      4.35000000e-22      
1.84350000e+02      1.33000000e-21      
1.86050000e+02      2.47000000e-21      
1.87800000e+02      3.53000000e-21      
1.89600000e+02      4.29000000e-21      
1.91400000e+02      3.91000000e-21      
1.93250000e+02      1.55000000e-21      
1.95150000e+02      5.03000000e-23      
1.97050000e+02      2.75000000e-25      
