NO2 + hv => NO + O
wavelength (nm)   quantum yield
6.0000e-02        0.0000e+00     
1.1000e-01        0.0000e+00     
2.4000e-01        0.0000e+00     
6.2000e-01        0.0000e+00     
1.2600e+00        0.0000e+00     
2.2600e+00        0.0000e+00     
2.3600e+00        0.0000e+00     
2.4600e+00        0.0000e+00     
2.9100e+00        0.0000e+00     
3.0400e+00        0.0000e+00     
6.2100e+00        0.0000e+00     
1.2170e+01        0.0000e+00     
2.4860e+01        0.0000e+00     
6.2580e+01        0.0000e+00     
9.1500e+01        0.0000e+00     
9.4000e+01        0.0000e+00     
1.0800e+02        5.0053e-01     
1.1000e+02        5.0000e-01     
1.1200e+02        5.0000e-01     
1.1400e+02        5.0000e-01     
1.1600e+02        5.0000e-01     
1.1800e+02        5.1535e-01     
1.2000e+02        5.1983e-01     
1.2200e+02        5.0097e-01     
1.2400e+02        5.0000e-01     
1.2600e+02        5.0000e-01     
1.2800e+02        5.0000e-01     
1.3000e+02        5.0000e-01     
1.3200e+02        5.0000e-01     
1.3400e+02        5.0000e-01     
1.3600e+02        5.0000e-01     
1.3800e+02        5.0000e-01     
1.4000e+02        5.0000e-01     
1.4200e+02        5.0000e-01     
1.4400e+02        5.0000e-01     
1.4600e+02        5.0000e-01     
1.4800e+02        5.0000e-01     
1.5000e+02        5.0000e-01     
1.5200e+02        4.9751e-01     
1.5400e+02        5.0000e-01     
1.5600e+02        5.0000e-01     
1.5800e+02        5.0000e-01     
1.6000e+02        5.0000e-01     
1.6500e+02        5.0000e-01     
1.7000e+02        5.0000e-01     
1.7500e+02        5.0000e-01     
1.8000e+02        5.0000e-01     
1.8500e+02        5.0000e-01     
1.8513e+02        5.0195e-01     
1.8525e+02        4.9815e-01     
1.8538e+02        5.0000e-01     
1.8550e+02        5.0000e-01     
1.8563e+02        5.0000e-01     
1.8575e+02        4.9791e-01     
1.8588e+02        4.9811e-01     
1.8600e+02        5.0186e-01     
1.8613e+02        4.9819e-01     
1.8625e+02        5.0000e-01     
1.8638e+02        5.0000e-01     
1.8650e+02        5.0000e-01     
1.8663e+02        4.9815e-01     
1.8675e+02        4.9818e-01     
1.8688e+02        5.0202e-01     
1.8700e+02        4.9808e-01     
1.8713e+02        5.0000e-01     
1.8725e+02        4.9819e-01     
1.8738e+02        5.0000e-01     
1.8750e+02        5.0177e-01     
1.8763e+02        4.9815e-01     
1.8775e+02        5.0000e-01     
1.8788e+02        5.0179e-01     
1.8800e+02        4.9826e-01     
1.8813e+02        5.0000e-01     
1.8825e+02        5.0183e-01     
1.8838e+02        5.0183e-01     
1.8850e+02        4.9811e-01     
1.8863e+02        5.0179e-01     
1.8875e+02        4.9822e-01     
1.8888e+02        4.9819e-01     
1.8900e+02        4.9834e-01     
1.8913e+02        4.9828e-01     
1.8925e+02        4.9834e-01     
1.8938e+02        5.0171e-01     
1.8950e+02        5.0000e-01     
1.8963e+02        4.9826e-01     
1.8975e+02        5.0171e-01     
1.8988e+02        5.0000e-01     
1.9000e+02        5.0171e-01     
1.9013e+02        4.9819e-01     
1.9025e+02        5.0000e-01     
1.9038e+02        5.0000e-01     
1.9050e+02        4.9804e-01     
1.9063e+02        5.0000e-01     
1.9075e+02        5.0000e-01     
1.9088e+02        5.0179e-01     
1.9100e+02        5.0000e-01     
1.9113e+02        5.0195e-01     
1.9125e+02        4.9825e-01     
1.9138e+02        5.0177e-01     
1.9150e+02        5.0177e-01     
1.9163e+02        5.0000e-01     
1.9175e+02        5.0173e-01     
1.9188e+02        5.0000e-01     
1.9200e+02        4.9815e-01     
1.9213e+02        4.9811e-01     
1.9225e+02        5.0202e-01     
1.9238e+02        4.9815e-01     
1.9250e+02        5.0190e-01     
1.9263e+02        4.9815e-01     
1.9275e+02        5.0000e-01     
1.9288e+02        5.0199e-01     
1.9300e+02        5.0000e-01     
1.9313e+02        5.0000e-01     
1.9325e+02        5.0000e-01     
1.9338e+02        4.9811e-01     
1.9350e+02        5.0000e-01     
1.9363e+02        4.9796e-01     
1.9375e+02        4.9799e-01     
1.9388e+02        5.0000e-01     
1.9400e+02        5.0202e-01     
1.9413e+02        5.0198e-01     
1.9425e+02        5.0198e-01     
1.9438e+02        5.0000e-01     
1.9450e+02        5.0000e-01     
1.9463e+02        4.9818e-01     
1.9475e+02        5.0000e-01     
1.9488e+02        5.0000e-01     
1.9500e+02        5.0000e-01     
1.9513e+02        5.0000e-01     
1.9525e+02        5.0000e-01     
1.9538e+02        5.0000e-01     
1.9550e+02        5.0233e-01     
1.9563e+02        4.9776e-01     
1.9575e+02        4.9772e-01     
1.9588e+02        5.0000e-01     
1.9600e+02        5.0000e-01     
1.9613e+02        5.0213e-01     
1.9625e+02        5.0000e-01     
1.9638e+02        4.9782e-01     
1.9650e+02        5.0000e-01     
1.9663e+02        5.0195e-01     
1.9675e+02        5.0207e-01     
1.9688e+02        4.9799e-01     
1.9700e+02        5.0000e-01     
1.9713e+02        5.0000e-01     
1.9725e+02        5.0000e-01     
1.9738e+02        5.0000e-01     
1.9750e+02        5.0000e-01     
1.9763e+02        4.9808e-01     
1.9775e+02        4.9799e-01     
1.9788e+02        5.0202e-01     
1.9800e+02        5.0000e-01     
1.9813e+02        5.0187e-01     
1.9825e+02        5.0000e-01     
1.9838e+02        4.9799e-01     
1.9850e+02        5.0000e-01     
1.9863e+02        5.0000e-01     
1.9875e+02        5.0199e-01     
1.9888e+02        5.0213e-01     
1.9900e+02        5.0000e-01     
1.9913e+02        5.0207e-01     
1.9925e+02        4.9796e-01     
1.9938e+02        4.9780e-01     
1.9950e+02        4.9799e-01     
1.9963e+02        5.0000e-01     
1.9975e+02        5.0195e-01     
