CO2 + hv => CO + O1D
wavelength (nm)   quantum yield
9.3700e+01        5.7333e-01     
9.3800e+01        5.8315e-01     
9.3900e+01        5.9077e-01     
9.4000e+01        6.0000e-01     
9.4080e+01        6.0674e-01     
9.4150e+01        6.1333e-01     
9.4250e+01        6.1975e-01     
9.4300e+01        6.2394e-01     
9.4400e+01        6.3148e-01     
9.4500e+01        6.3871e-01     
9.4600e+01        6.4468e-01     
9.4650e+01        6.4865e-01     
9.4700e+01        6.5111e-01     
9.4750e+01        6.5490e-01     
9.4850e+01        6.6129e-01     
9.4950e+01        6.6780e-01     
9.5000e+01        6.6875e-01     
9.5100e+01        6.7627e-01     
9.5200e+01        6.8065e-01     
9.5300e+01        6.8681e-01     
9.5450e+01        6.9388e-01     
9.5550e+01        6.9888e-01     
9.5600e+01        7.0244e-01     
9.5700e+01        7.0563e-01     
9.5800e+01        7.0976e-01     
9.5870e+01        7.1410e-01     
9.5970e+01        7.1818e-01     
9.6100e+01        7.2545e-01     
9.6200e+01        7.2979e-01     
9.6300e+01        7.3378e-01     
9.6400e+01        7.3750e-01     
9.6500e+01        7.4324e-01     
9.6600e+01        7.4706e-01     
9.6800e+01        7.5357e-01     
9.6950e+01        7.5918e-01     
9.7150e+01        7.6471e-01     
9.7200e+01        7.6486e-01     
9.7400e+01        7.6842e-01     
9.7500e+01        7.7027e-01     
9.7600e+01        7.7353e-01     
9.7700e+01        7.7556e-01     
9.7750e+01        7.7568e-01     
9.7900e+01        7.7838e-01     
9.7950e+01        7.7959e-01     
9.8000e+01        7.8108e-01     
9.8060e+01        7.8214e-01     
9.8150e+01        7.8519e-01     
9.8250e+01        7.8469e-01     
9.8450e+01        7.8929e-01     
9.8600e+01        7.9130e-01     
9.8700e+01        7.9302e-01     
9.8800e+01        7.9600e-01     
9.8900e+01        7.9744e-01     
9.9000e+01        8.0000e-01     
9.9200e+01        8.0370e-01     
9.9300e+01        8.0714e-01     
9.9450e+01        8.0917e-01     
9.9600e+01        8.1186e-01     
9.9750e+01        8.1471e-01     
9.9900e+01        8.1875e-01     
1.0000e+02        8.2000e-01     
1.0010e+02        8.2093e-01     
1.0020e+02        8.2187e-01     
1.0030e+02        8.2439e-01     
1.0045e+02        8.2800e-01     
1.0050e+02        8.2703e-01     
1.0075e+02        8.3091e-01     
1.0100e+02        8.3600e-01     
1.0130e+02        8.4074e-01     
1.0140e+02        8.4054e-01     
1.0150e+02        8.4348e-01     
1.0180e+02        8.4583e-01     
1.0190e+02        8.4706e-01     
1.0205e+02        8.5385e-01     
1.0220e+02        8.5405e-01     
1.0240e+02        8.5926e-01     
1.0250e+02        8.6111e-01     
1.0260e+02        8.6296e-01     
1.0280e+02        8.6667e-01     
1.0305e+02        8.7500e-01     
1.0330e+02        8.8000e-01     
1.0350e+02        8.8546e-01     
1.0375e+02        8.9300e-01     
1.0390e+02        9.0000e-01     
1.0405e+02        9.0000e-01     
1.0410e+02        9.0052e-01     
1.0430e+02        9.0800e-01     
1.0440e+02        9.0909e-01     
1.0450e+02        9.1667e-01     
1.0475e+02        9.2115e-01     
1.0500e+02        9.2680e-01     
1.0520e+02        9.3043e-01     
1.0540e+02        9.3721e-01     
1.0550e+02        9.4000e-01     
1.0570e+02        9.4545e-01     
1.0590e+02        9.5000e-01     
1.0610e+02        9.5147e-01     
1.0620e+02        9.5000e-01     
1.0630e+02        9.5385e-01     
1.0650e+02        9.5769e-01     
1.0670e+02        9.6100e-01     
1.0675e+02        9.6122e-01     
1.0690e+02        9.6500e-01     
1.0700e+02        9.6818e-01     
1.0720e+02        9.7216e-01     
1.0735e+02        9.7500e-01     
1.0750e+02        9.8085e-01     
1.0775e+02        9.8763e-01     
1.0800e+02        9.9400e-01     
