   alt                        temp                       eddy                       H                          H2                         H2O                        OH                         O                          O2                         CO                         CO2                        HCO                        H2CO                       C                          CH                         CH2                        CH3                        CH4                        S                          S2                         S3                         S4                         H2S                        HS                         SO                         SO2                        CS                         CS2                        OCS                        CN                         HCN                        N                          NH                         NH2                        NH3                        C2                         C2H                        C2H2                       C2H4                       NO                         HNO                        HO2                        HNCO                       N2O                        H2O2                       O3                         NO2                        NO3                        SO3                        HNO2                       HNO3                       H2SO4                      HCl                        Cl                         Cl2                        HOCl                       N2H4                       ClO                        C2H6                       CH3OH                      CH2CO                      CH3CHO                     C3H4                       C3H6                       C4H2                       C4H4                       OClO                       HCS                        C2H3                       C2H5                       NCO                        HCCO                       HSO                        CH3O                       H2COH                      H2CN                       N2H2                       C4H                        HCNOH                      C2H2OH                     CH3CO                      CH2CHO                     C2H3OH                     C2H4OH                     CH3O2                      HSO3                       N2H3                       NH2CO                      HS4                        C4H3                       CH2N2                      CH2CN                      CH3CN                      HCCCN   
   2.07500000000000000E+001   1.80000000000000000E+002   1.06004480000000021E+004   2.96138524110820191E-014   1.22659278801325673E-004   1.98698829646711615E-005   9.12758195645459487E-020   1.44003711812931224E-017   1.13877631911815882E-017   2.16966389236742172E-004   2.98337690294264365E-003   1.90065063984150002E-013   2.48091889664411156E-013   1.45509075311240326E-035   3.77552521848884105E-027   2.61602292904490285E-016   1.89542173998520911E-011   1.19494084320405456E-003   1.52726781614348883E-013   4.34841985451365884E-014   1.77250291411688223E-019   1.84835838639953695E-019   1.14245566295078931E-017   6.90270369688094412E-017   3.63318724838215918E-011   2.38183763715731687E-014   1.80577076620667936E-005   2.45256085505789635E-004   1.97711409105712052E-009   1.84593377069107319E-025   7.29829310313568018E-010   1.81711303682268589E-020   7.31009589099854636E-018   3.70757415837769486E-020   1.22821018186178761E-011   5.07456321197609944E-037   3.18509145289015197E-018   4.76055340479526119E-006   1.56979292531243243E-005   5.00494463783376064E-012   1.38229471970514653E-013   1.88014174682109046E-020   8.77369442044555592E-016   1.30640524944485260E-010   3.94788432476505134E-028   4.88725484405238874E-029   4.57831606999287135E-021   1.42996186113482490E-028   1.44306746412239973E-027   2.45464569330803652E-014   5.15650675123494580E-028   1.28307608937889634E-017   6.98877420375975936E-006   2.78522767494701006E-013   1.02704438484082301E-021   4.45607054019025211E-029   1.99179565072708666E-027   6.56704711715938033E-014   1.52080063534323212E-003   5.37044306285420480E-009   1.72031779958406136E-013   5.25073149837302807E-013   5.67842366851777114E-007   2.34436088645490903E-009   6.84489914706814388E-007   2.38925835468580018E-002   5.24143617928893286E-020   1.53648440608843257E-011   1.34182237031277479E-012   2.14126767201600733E-010   8.23199768216300918E-020   3.61235768856191221E-018   1.33428681944319244E-012   1.15192107233987854E-019   2.48533853857481381E-014   1.53181879415190517E-018   5.03222352774723668E-019   3.34082526075723946E-014   6.32376516803063837E-019   1.12377153798550706E-023   8.50258177952790528E-015   3.65933157304426224E-011   1.39726565998440535E-008   4.34443957567688514E-012   1.86317195882437780E-021   6.91572857315873705E-020   1.61487507010368291E-028   1.44050271109760681E-015   1.82667954819574480E-017   4.21458636206500762E-008   7.22790125662733075E-017   5.71540860641840265E-016   1.97546839292923654E-008   3.36065436525524048E-007
   2.12500000000000000E+001   1.80000000000000000E+002   1.14568549999999996E+004   3.55146794994487171E-014   1.23014234863984311E-004   2.06327440110522352E-005   1.00720979521850862E-019   1.58903966509290122E-017   1.07058677417743387E-017   2.17865775388781721E-004   2.98249980454543071E-003   2.11118769444992222E-013   2.61317986578688557E-013   2.25587266478669219E-035   4.45957422159858493E-027   2.56889877250337890E-016   1.99972309924934843E-011   1.19469292131042857E-003   1.96918709191413407E-013   4.33570865500204158E-014   1.81667189375406590E-019   1.53932710237605921E-019   1.31855601917995341E-017   7.79385346912821274E-017   3.63004690333483350E-011   2.15038603013916917E-014   1.81565719216774739E-005   2.45194788286331783E-004   2.12127891992652743E-009   2.32856387756622418E-025   7.83103817544775712E-010   2.28118741006580214E-020   8.59456926309177119E-018   3.99321400799579198E-020   1.19637511434647275E-011   6.74241639898970421E-037   3.65445702577828600E-018   4.95224899112990197E-006   1.58905424104689353E-005   5.40239493447795015E-012   1.57050529367310522E-013   1.89237376101160900E-020   9.57868567262627399E-016   1.45452660943514502E-010   4.00518772243943445E-028   4.43686382327362428E-029   4.58509370693044061E-021   1.33304087838272953E-028   1.35688965823676414E-027   2.45525731944166736E-014   4.76822244454721521E-028   1.29268741946793317E-017   6.98873223394638825E-006   2.94222032202651899E-013   9.44417197574211263E-022   3.81602812237476748E-029   2.02909792440593158E-027   6.56698152811129828E-014   1.52019596060387380E-003   5.36174790550045677E-009   1.63149833048050101E-013   5.21837863651908885E-013   5.67837074718922081E-007   2.29074912062884419E-009   7.17276063744342154E-007   2.38921558898251042E-002   4.92797377652806113E-020   1.59476879810847934E-011   1.59119674502606530E-012   2.30691235585244736E-010   8.40135082745219971E-020   4.13330795887423598E-018   1.34483860935533251E-012   1.04834044161638903E-019   2.47967383864818486E-014   1.95710931338194837E-018   5.43089926961649176E-019   3.85037172163233052E-014   6.74518806182726197E-019   1.28621196856415041E-023   8.27024422629969103E-015   3.86780210924714874E-011   1.40091887636491862E-008   4.02787308056170520E-012   1.59134631665688437E-021   5.24565353221638405E-020   1.71555180676341175E-028   1.46907806218626682E-015   1.64967815774197480E-017   3.93468509756761093E-008   6.24920775046909258E-017   9.35135704258916880E-016   1.97545159575558293E-008   3.60028090463183644E-007
   2.17500000000000000E+001   1.80000000000000000E+002   1.23824510000000082E+004   4.24049919520427522E-014   1.23381402721420600E-004   2.13755861340635171E-005   1.11087016928199576E-019   1.75256828614731374E-017   1.00721746002757015E-017   2.18746469086318206E-004   2.98164136279683743E-003   2.32779413047249049E-013   2.73392303030744199E-013   3.48095690270976366E-035   5.26614196014497000E-027   2.53355130608505094E-016   2.10985352392899073E-011   1.19445356976610674E-003   2.54698463037415757E-013   4.31978246616518103E-014   1.88093909028767280E-019   1.27910392787272283E-019   1.50848325174503570E-017   8.78345828856135787E-017   3.62947873075706857E-011   1.94560897527146363E-014   1.82577545067003614E-005   2.45132141652257046E-004   2.28311060577798166E-009   2.93040101073589875E-025   8.37386133521700021E-010   2.85662304594790725E-020   1.00895589059337965E-017   4.29603881985946086E-020   1.16467018489534686E-011   8.90291684447804583E-037   4.18840830255574565E-018   5.14841444106687483E-006   1.60669608267071392E-005   5.80665138452783353E-012   1.76359524972076491E-013   1.88845029263673264E-020   1.04130246150626810E-015   1.61332476304607976E-010   4.05752957415306552E-028   4.02103855427828802E-029   4.56299426107564517E-021   1.23912938375494233E-028   1.27653894689106877E-027   2.45583620599039481E-014   4.37621040033703368E-028   1.30195128391674444E-017   6.98868961349917093E-006   3.10827718574912406E-013   8.68257973747828178E-022   3.25902150310313479E-029   2.05905766598360757E-027   6.56690103532880883E-014   1.51959464429261381E-003   5.35281587559680880E-009   1.55268638043517792E-013   5.16473282480859994E-013   5.67831700954865849E-007   2.22653303141743169E-009   7.50187736060101133E-007   2.38917209685150858E-002   4.62522519351061556E-020   1.64700487444975136E-011   1.87176988899229415E-012   2.48281040840640315E-010   8.60495258057380964E-020   4.72353309372001781E-018   1.34676647883673905E-012   9.64237809299948515E-020   2.48620928216395586E-014   2.49126153417789821E-018   5.84717729426260455E-019   4.42671240280656995E-014   7.16527018150009934E-019   1.47004988700785634E-023   8.05409391425303389E-015   4.08717453802515374E-011   1.40433314693058009E-008   3.74335690635676239E-012   1.36053993997525109E-021   3.98305736978782895E-020   1.81449073652329164E-028   1.49642418476086431E-015   1.48487418582342548E-017   3.68819479675557287E-008   5.42111546262934215E-017   1.54332162759933011E-015   1.97543451514089130E-008   3.84366988277470867E-007
   2.22500000000000000E+001   1.80000000000000000E+002   1.33828259999999882E+004   5.04354540064282528E-014   1.23760264859678617E-004   2.21003403232245254E-005   1.22463434586995266E-019   1.93203467019802574E-017   9.48179886632184080E-018   2.19610472430384221E-004   2.98079960045457030E-003   2.54844512438966836E-013   2.83947940604145082E-013   5.35159155073836755E-035   6.22015029810768624E-027   2.50955488050480416E-016   2.22620383749849401E-011   1.19422211425823177E-003   3.30228003392668715E-013   4.30069031034933003E-014   1.96395982883336329E-019   1.06056772772432753E-019   1.71295905010579558E-017   9.89137938153037386E-017   3.63140229769295944E-011   1.76395828074110047E-014   1.83612409749961347E-005   2.45068149963798357E-004   2.46320393666959684E-009   3.67916297725440260E-025   8.92696714298779117E-010   3.56842015748563705E-020   1.18270789513013024E-017   4.61700719714860547E-020   1.13313763216437712E-011   1.16927559004681921E-036   4.79546452983140300E-018   5.34912138683975823E-006   1.62279610967322378E-005   6.21812541596875167E-012   1.95896972950180101E-013   1.86871084387937676E-020   1.12771269565960648E-015   1.78322673078349071E-010   4.10514167007667978E-028   3.63754411537470161E-029   4.51542159724072612E-021   1.14870025717002110E-028   1.20243811282578498E-027   2.45638537316449015E-014   3.98941813480120201E-028   1.31097957604736842E-017   6.98864633292595379E-006   3.28402696319815938E-013   7.98075774862351798E-022   2.77571184454351908E-029   2.08148762721051859E-027   6.56680768763152923E-014   1.51899611821372602E-003   5.34365024046957977E-009   1.48300108513493534E-013   5.09241514040082996E-013   5.67826244353410631E-007   2.15349262920773851E-009   7.83363951450653801E-007   2.38912785947506846E-002   4.33353005892932271E-020   1.69300283448199900E-011   2.18521733395046614E-012   2.66945984167215493E-010   8.84028566099008129E-020   5.39178522424393715E-018   1.34032692019135923E-012   8.95641286940287153E-020   2.50449876388731228E-014   3.15961020466523318E-018   6.28227723533562930E-019   5.07873838407838199E-014   7.58444385093093610E-019   1.67786987931754798E-023   7.85264270447141196E-015   4.31761309727152301E-011   1.40752530988251139E-008   3.48604784048949378E-012   1.16419775339985670E-021   3.02927820972262163E-020   1.91084220211677152E-028   1.52252537165127043E-015   1.33195844327163973E-017   3.46983982459931697E-008   4.71899840760938043E-017   2.54298779715397833E-015   1.97541713264870439E-008   4.09087658434884867E-007
   2.27500000000000000E+001   1.80000000000000000E+002   1.44640200000000041E+004   5.97814021491915062E-014   1.24150356085850702E-004   2.28088218373211504E-005   1.34948421069401153E-019   2.12898748358128461E-017   8.92987186370906565E-018   2.20459670002419591E-004   2.97997265696113046E-003   2.77091628048494795E-013   2.92643716829219146E-013   8.20502963279973660E-035   7.35239998289613920E-027   2.49661897608923204E-016   2.34919502809835015E-011   1.19399791985644733E-003   4.28856117607371439E-013   4.27848984929810314E-014   2.06427045207926334E-019   8.77516853557767607E-020   1.93327686010892587E-017   1.11437122441029411E-016   3.63570731516134704E-011   1.60238173516089132E-014   1.84670193330484792E-005   2.45002816472808060E-004   2.66185087826702441E-009   4.60859082617526145E-025   9.49055734017608824E-010   4.44678366790577873E-020   1.38435212067845722E-017   4.95716268759544590E-020   1.10182095492241513E-011   1.52862298662196332E-036   5.48523561147857476E-018   5.55443970926286447E-006   1.63742754927875921E-005   6.63724633776036693E-012   2.15386106297790939E-013   1.83370231780561795E-020   1.21712847404779657E-015   1.96463920582068670E-010   4.14825213304641971E-028   3.28410063463004564E-029   4.44569584994835499E-021   1.06211927204066699E-028   1.13477340751574301E-027   2.45690776170838701E-014   3.61472705457720741E-028   1.31985888340018093E-017   6.98860238263408363E-006   3.47014834312224258E-013   7.33415276991641082E-022   2.35755957981010595E-029   2.09631151651264495E-027   6.56670320742618672E-014   1.51839983784555718E-003   5.33425404831481876E-009   1.42170063921513820E-013   5.00406683813594669E-013   5.67820703692637602E-007   2.07332753576197747E-009   8.16938788135367782E-007   2.38908285760050347E-002   4.05311542950189863E-020   1.73261139853175044E-011   2.53313448657150420E-012   2.86739138775559414E-010   9.10580773163272639E-020   6.14788155843467513E-018   1.32587319490025453E-012   8.39566943989431955E-020   2.53420860401186154E-014   3.99272727727821897E-018   6.73743706991543847E-019   5.81656994814983602E-014   8.00315156651846878E-019   1.91253241343852751E-023   7.66465196890055436E-015   4.55916888995447245E-011   1.41051157683876304E-008   3.25185385567936142E-012   9.96824287103199737E-022   2.30878595594564141E-020   2.00377910756793866E-028   1.54737860012380695E-015   1.19057362224717305E-017   3.27524087734777762E-008   4.12250315664099408E-017   4.15513299038290558E-015   1.97539942238778100E-008   4.34195705967852451E-007
   2.32500000000000000E+001   1.80000000000000000E+002   1.56325640000000021E+004   7.06463861875101811E-014   1.24551258677403154E-004   2.35027357525225901E-005   1.48649687517943945E-019   2.34512556308255526E-017   8.41170067445420280E-018   2.21295834502297005E-004   2.97915878284766298E-003   2.99273285739348616E-013   2.99178312626792721E-013   1.25562965698987534E-034   8.70093821031472532E-027   2.49458152334837723E-016   2.47928585149593657E-011   1.19378038893261850E-003   5.57422244482497962E-013   4.25325490152069267E-014   2.18028017651723620E-019   7.24577513445535947E-020   2.17128863548779361E-017   1.25739195378299204E-016   3.64226705522543457E-011   1.45826593904103231E-014   1.85750799363127579E-005   2.44936143371469821E-004   2.87904755294640281E-009   5.75963904496239931E-025   1.00648309132572995E-009   5.52809541172086657E-020   1.61801406121325950E-017   5.31764990016940065E-020   1.07076481123443269E-011   1.99055769002237688E-036   6.26855818767560032E-018   5.76443772139741617E-006   1.65065918178519550E-005   7.06446205810112575E-012   2.34532040263254418E-013   1.78413153590377581E-020   1.30956821267417972E-015   2.15794821977756716E-010   4.18708385402739565E-028   2.95849195920821301E-029   4.35700303151890069E-021   9.79652005060543245E-029   1.07353089821816060E-027   2.45740619405938297E-014   3.25721186301145182E-028   1.32865595079968667E-017   6.98855775286646171E-006   3.66738158717294486E-013   6.73858277390940327E-022   1.99681469873332129E-029   2.10356858240135325E-027   6.56658903913338337E-014   1.51780528344474348E-003   5.32463011438501917E-009   1.36816186495870300E-013   4.90224981530521718E-013   5.67815077735113896E-007   1.98764184668693955E-009   8.51041530946882323E-007   2.38903707163056304E-002   3.78411728568054954E-020   1.76566808727983921E-011   2.91700447612553548E-012   3.07716388965982870E-010   9.40030944918683081E-020   7.00282916569848509E-018   1.30381341042529514E-012   7.93768141602371162E-020   2.57517590922945892E-014   5.02730417014819202E-018   7.21391182714235050E-019   6.65172295335709797E-014   8.42184164942850931E-019   2.17719619991871009E-023   7.48908281224968545E-015   4.81179205264470347E-011   1.41330749134876702E-008   3.03738949201148986E-012   8.53829557877638687E-022   1.76413994335863725E-020   2.09251543276463173E-028   1.57099194938336257E-015   1.06032327394807291E-017   3.10080680063040863E-008   3.61475897127159285E-017   6.70383662680405340E-015   1.97538134811889148E-008   4.59696812167768795E-007
   2.37500000000000000E+001   1.80000000000000000E+002   1.68955150000000140E+004   8.32662850970597557E-014   1.24962598143399422E-004   2.41836825965692766E-005   1.63685385545987890E-019   2.58231238922057041E-017   7.92284415589663576E-018   2.22120632424376073E-004   2.97835633404924284E-003   3.21112353395496166E-013   3.03303556046399886E-013   1.91934080237115749E-034   1.03127704270091079E-026   2.50339880401214374E-016   2.61697954132520312E-011   1.19356895914144432E-003   7.24640438426478415E-013   4.22508133260694344E-014   2.31030720182319242E-019   5.97113472509286052E-020   2.42931614141268196E-017   1.42240887923122416E-016   3.65094646372684994E-011   1.32937595422466579E-014   1.86854154398847959E-005   2.44868131789255481E-004   3.11455413870745957E-009   7.18186580253718185E-025   1.06499841789096751E-009   6.85603584841006289E-020   1.88835648639789578E-017   5.69973401939565462E-020   1.04001490408640322E-011   2.58341507112759962E-036   7.15764835261166878E-018   5.97918234405124780E-006   1.66255539838460921E-005   7.50023961328515812E-012   2.53021125897891892E-013   1.72084204486709668E-020   1.40504111742325808E-015   2.36351890475760848E-010   4.22185387288948956E-028   2.65862213631992073E-029   4.25235763431463539E-021   9.01475853145876052E-029   1.01854470458406879E-027   2.45788334789980359E-014   2.92040275619054121E-028   1.33742212830752646E-017   6.98851243372878268E-006   3.87653889899259371E-013   6.19022084394329575E-022   1.68648656774200602E-029   2.10341513339208151E-027   6.56646639094039076E-014   1.51721196039752634E-003   5.31478101317041814E-009   1.32186154823208781E-013   4.78938579560613316E-013   5.67809365228061900E-007   1.89793254236792157E-009   8.85796931341489633E-007   2.38899048172209853E-002   3.52659905011458958E-020   1.79196908402786912E-011   3.33816535580499828E-012   3.29936050970630411E-010   9.72298697036637209E-020   7.96896377600390467E-018   1.27458476017331858E-012   7.56541189604465118E-020   2.62743764604932012E-014   6.30711984277739038E-018   7.71297299190114583E-019   7.59729796000930701E-014   8.84096396037081480E-019   2.47534084987221054E-023   7.32505830577528723E-015   5.07534390681712764E-011   1.41592790534179649E-008   2.83988364061947973E-012   7.31385887666420224E-022   1.35188050218921904E-020   2.17632623238481615E-028   1.59338301926111296E-015   9.40778326054230114E-018   2.94360694847875963E-008   3.18173845210704722E-017   1.06524555256569913E-014   1.97536285964029027E-008   4.85596734270584005E-007
   2.42500000000000000E+001   1.80000000000000000E+002   1.82604979999999960E+004   9.79140906753138993E-014   1.25384039563402607E-004   2.48531640936879657E-005   1.80185114165296397E-019   2.84259196144457380E-017   7.45914614290430668E-018   2.22935629821389574E-004   2.97756376608798636E-003   3.42298158713112897E-013   3.04836251988576219E-013   2.93244288263013837E-034   1.22459988522450589E-026   2.52313512727285184E-016   2.76282989365984700E-011   1.19336310145264166E-003   9.41593446167114644E-013   4.19409115897707924E-014   2.45265756812463215E-019   4.91140201889984675E-020   2.70997312656653829E-017   1.61463125373838786E-016   3.66160644488543742E-011   1.21379916503250497E-014   1.87980208159050793E-005   2.44798781722609994E-004   3.36800412713879792E-009   8.93504618484688770E-025   1.12462109839962692E-009   8.48286871071549776E-020   2.20063200790156941E-017   6.10482422484124416E-020   1.00961784705394764E-011   3.34332163329698694E-036   8.16627305575059390E-018   6.19873930419725439E-006   1.67317630820147140E-005   7.94506509666341048E-012   2.70520981701930969E-013   1.64480996614556297E-020   1.50354871597817745E-015   2.58169539921572594E-010   4.25277318084844656E-028   2.38254249171926367E-029   4.13457869094699029E-021   8.27689735085619275E-029   9.69543940845677813E-028   2.45834173964065472E-014   2.60653700972794690E-028   1.34619692441547345E-017   6.98846641521206817E-006   4.09851396976732274E-013   5.68556355563484966E-022   1.42030109444321764E-029   2.09612268248298797E-027   6.56633627065480488E-014   1.51661939896434255E-003   5.30470907329522180E-009   1.28236093790979073E-013   4.66772162815287762E-013   5.67803564902556804E-007   1.80558140709244501E-009   9.21325538969098302E-007   2.38894306786404283E-002   3.28056731807832037E-020   1.81125354304052457E-011   3.79777721639259888E-012   3.53458567933471609E-010   1.00733051806358710E-019   9.06010410909734276E-018   1.23863951224821780E-012   7.26446254079399527E-020   2.69124465259617977E-014   7.88408265823748531E-018   8.23590847521099469E-019   8.66819513053984735E-014   9.26096596991967857E-019   2.81078945288267709E-023   7.17183574391957233E-015   5.34960883475517796E-011   1.41838696869248368E-008   2.65707725911223683E-012   6.26192970962718813E-022   1.03925121172060782E-020   2.25456803851952221E-028   1.61457741561408874E-015   8.31481931403243603E-018   2.80124991273527204E-008   2.81174432383314549E-017   1.66472053499972266E-014   1.97534388843318898E-008   5.11901309418866377E-007
   2.47500000000000000E+001   1.80000000000000000E+002   1.97357580000000162E+004   1.14905437190196353E-013   1.25815284280085977E-004   2.55125887194845144E-005   1.98291024076382601E-019   3.12820620891311945E-017   7.01674968115400778E-018   2.23742297822502689E-004   2.97677962846653200E-003   3.62483590707254730E-013   3.03667875938883814E-013   4.48049615785535945E-034   1.45724831504884932E-026   2.55395296514780352E-016   2.91744727068034520E-011   1.19316231831095875E-003   1.22237760888219142E-012   4.16043494067039421E-014   2.60573350266293687E-019   4.03245280593955335E-020   3.01588331985974502E-017   1.84041728341457578E-016   3.67410549022109557E-011   1.10989568194070178E-014   1.89128933870902696E-005   2.44728091951052613E-004   3.63904554951448095E-009   1.10910300996516597E-024   1.18537028216412453E-009   1.04708996612135427E-019   2.56073609310533015E-017   6.53450159288828248E-020   9.79621017760620217E-012   4.31633609597570135E-036   9.30994234115733943E-018   6.42317328224057179E-006   1.68257787357999612E-005   8.39944246724392505E-012   2.86681562881108260E-013   1.55715332737731997E-020   1.60508627410714405E-015   2.81280083860549505E-010   4.28004661360089713E-028   2.12846238985197879E-029   4.00611246024986762E-021   7.58301062859843918E-029   9.26192672827037640E-028   2.45878371553382049E-014   2.31678612962024300E-028   1.35501079810329666E-017   6.98841968714052428E-006   4.33429149435833505E-013   5.22139441364384663E-022   1.19265062237595555E-029   2.08207265989348577E-027   6.56619951643889145E-014   1.51602715378612997E-003   5.29441637734187744E-009   1.24929326458733382E-013   4.53931142548449195E-013   5.67797675473673873E-007   1.71185039385948693E-009   9.57744061319112899E-007   2.38889480994332395E-002   3.04598434799853891E-020   1.82319796100975200E-011   4.29678837702049182E-012   3.78346254698162629E-010   1.04509257584280994E-019   1.02917232672488292E-017   1.19643919452030532E-012   7.00841416761559831E-020   2.76706901845526606E-014   9.81932391165861231E-018   8.78402282786684264E-019   9.88135818354005965E-014   9.68228917947277240E-019   3.18773054863227890E-023   7.02878643073681445E-015   5.63430566984013892E-011   1.42069812754467715E-008   2.48712863465116063E-012   5.22511782739033858E-022   8.01628195415805326E-021   2.32669833066810147E-028   1.63460733198843183E-015   7.31953540177997239E-018   2.67177888838497273E-008   2.49499682469004941E-017   2.55676653449123592E-014   1.97532434261959892E-008   5.38616454198466268E-007
   2.52500000000000000E+001   1.80000000000000000E+002   2.13302050000000236E+004   1.34604955332413944E-013   1.26256066933827044E-004   2.61632771275679233E-005   2.18159028863528246E-019   3.44161408536182245E-017   6.59210741774056071E-018   2.24542018017474495E-004   2.97600255919303319E-003   3.81283650778216411E-013   2.99771748287607889E-013   6.84905106901808435E-034   1.73811368908231612E-026   2.59610346205685225E-016   3.08150459966573823E-011   1.19296614188401317E-003   1.58494960300721370E-012   4.12429287995126915E-014   2.76814760012137497E-019   3.30515919153370291E-020   3.34927848769287693E-017   2.10742695737110552E-016   3.68829933108127616E-011   1.01625559838543223E-014   1.90300328535939526E-005   2.44656059952171588E-004   3.92748387288476699E-009   1.37358637219679451E-024   1.24726489446849746E-009   1.28941162972440828E-019   2.97525894842473302E-017   6.99055208966128456E-020   9.50072393323426450E-012   5.56117770078461791E-036   1.06061249472141439E-017   6.65254803775178994E-006   1.69081206532583004E-005   8.86389079709469548E-012   3.01137781464290416E-013   1.45915064698935377E-020   1.70964408839679144E-015   3.05713745772949883E-010   4.30387268604816896E-028   1.89475141309823769E-029   3.86986899697114745E-021   6.93378899323461954E-029   8.88121304375511043E-028   2.45921144872141933E-014   2.05161646886861286E-028   1.36388732666873281E-017   6.98837223922410339E-006   4.58495676368061356E-013   4.79474700265424422E-022   9.98540813491220027E-030   2.06174781494241172E-027   6.56605682308159234E-014   1.51543480317223745E-003   5.28390476449841128E-009   1.22235382149211794E-013   4.40601009139954123E-013   5.67791695640767545E-007   1.61788027585438150E-009   9.95165734403405814E-007   2.38884568779215781E-002   2.82277741148985386E-020   1.82741841291027701E-011   4.83589997475581573E-012   4.04663075115759661E-010   1.08556537074472166E-019   1.16811389349981107E-017   1.14845492612225794E-012   6.87495024662984474E-020   2.85560768657020220E-014   1.21843098821549911E-017   9.35863763830805261E-019   1.12560512161640614E-013   1.01053660355050584E-018   3.61073888851111455E-023   6.89538200787503204E-015   5.92909857828831289E-011   1.42287412959194930E-008   2.32853252355060894E-012   4.57895380538461743E-022   6.20531064569781964E-021   2.39229307951040847E-028   1.65351025239272919E-015   6.41692874863848110E-018   2.55358570651941691E-008   2.22330049623119123E-017   3.85830077532075725E-014   1.97530410134986427E-008   5.65748163505107399E-007
   2.57500000000000000E+001   1.80000000000000000E+002   2.30534659999999822E+004   1.57433530260376075E-013   1.26706152875876512E-004   2.68064675385532697E-005   2.39960133425264124E-019   3.78551250800082789E-017   6.18200053809249504E-018   2.25336087864405529E-004   2.97523127932215704E-003   3.98276342345614892E-013   2.93207747038183773E-013   1.04782788501040194E-033   2.07819940808516166E-026   2.64991695263108712E-016   3.25574339620611484E-011   1.19277413235148997E-003   2.05223309751455147E-012   4.08587537680834191E-014   2.93881331240957120E-019   2.70473809409535566E-020   3.71146023537408595E-017   2.42476361482774179E-016   3.70403884342031236E-011   9.31662618114224691E-015   1.91494413177984156E-005   2.44582681833384157E-004   4.23338864958317002E-009   1.69721881004190037E-024   1.31032365990196922E-009   1.58400109051251615E-019   3.45153415695058416E-017   7.47500519658848817E-020   9.21020359819017177E-012   7.15270065115965441E-036   1.20744901168731561E-017   6.88692656032380023E-006   1.69792703221352118E-005   9.33893926372572149E-012   3.13514459311415785E-013   1.35226603913872016E-020   1.81720866712413346E-015   3.31498685344455872E-010   4.32444335004349527E-028   1.67993806256257244E-029   3.72752458032839565E-021   6.32769986937349747E-029   8.54949875719073619E-028   2.45962694084250788E-014   1.81062789910362344E-028   1.37284487454545008E-017   6.98832406101612709E-006   4.85170539615255366E-013   4.40287114807487112E-022   8.33537569447675601E-030   2.03572056717105546E-027   6.56590876437910144E-014   1.51484194812717536E-003   5.27317583340144404E-009   1.20129218329999415E-013   4.26947576304639195E-013   5.67785624086678402E-007   1.52469236040690276E-009   1.03370069673101859E-006   2.38879568120989524E-002   2.61084531070136036E-020   1.82348055699002286E-011   5.41552848817282498E-012   4.32474440074303396E-010   1.12874004242727634E-019   1.32477243848184381E-017   1.09517319714229000E-012   6.90074215885868003E-020   2.95777963266674186E-014   1.50619257494192744E-017   9.96109213558039071E-019   1.28141727466916163E-013   1.05306174527313486E-018   4.08479427389023632E-023   6.77118716917353410E-015   6.23360745052404416E-011   1.42492703509494578E-008   2.18005398081508219E-012   3.90783010142500347E-022   4.82100285008027636E-021   2.45106139954273783E-028   1.67132778818251958E-015   5.60184229085602562E-018   2.44534198692641527E-008   1.98977382992132018E-017   5.72119685492920168E-014   1.97528300881441480E-008   5.93302514199059743E-007
