   alt                        temp                       eddy                       H                          H2                         H2O                        OH                         O                          O2                         CO                         CO2                        HCO                        H2CO                       C                          CH                         CH2                        CH3                        CH4                        S                          S2                         S3                         S4                         H2S                        HS                         SO                         SO2                        CS                         CS2                        OCS                        CN                         HCN                        N                          NH                         NH2                        NH3                        C2                         C2H                        C2H2                       C2H4                       NO                         HNO                        HO2                        HNCO                       N2O                        H2O2                       O3                         NO2                        NO3                        SO3                        HNO2                       HNO3                       H2SO4                      HCl                        Cl                         Cl2                        HOCl                       N2H4                       ClO                        C2H6                       CH3OH                      CH2CO                      CH3CHO                     C3H4                       C3H6                       C4H2                       C4H4                       OClO                       HCS                        C2H3                       C2H5                       NCO                        HCCO                       HSO                        CH3O                       H2COH                      H2CN                       N2H2                       C4H                        HCNOH                      C2H2OH                     CH3CO                      CH2CHO                     C2H3OH                     C2H4OH                     CH3O2                      HSO3                       N2H3                       NH2CO                      HS4                        C4H3                       CH2N2                      CH2CN                      CH3CN                      HCCCN   
   4.42500000000000000E+001   1.80000000000000000E+002   2.41793579999999754E+005   7.29916750825007734E-011   1.54137846805822693E-004   5.69342662156391402E-005   3.22506476901210576E-016   5.11929621859297514E-015   6.29699221458849913E-017   2.64423299162785323E-004   2.93745816472845396E-003   7.75768601953594024E-014   4.32543196002872966E-012   5.99840262340905639E-026   1.06486174913949228E-022   2.86669112408098872E-015   6.90385867016745863E-010   1.18487418098929304E-003   5.38961043535634107E-009   1.44695039559371494E-013   2.80208021079219236E-018   6.27393318195085036E-022   5.43945499512447984E-017   1.71955835180187555E-014   1.70525933290991260E-010   6.09151849718355040E-014   2.66661655569301461E-005   2.39999923749221854E-004   1.34110423883820105E-008   7.20531053132661519E-021   5.37300070763995902E-009   1.13045879938874260E-016   1.28657076676968675E-015   2.11205903122946529E-018   4.82574218189240777E-012   3.04902852220103647E-031   2.71628812651797679E-015   2.19295470011613898E-005   1.32825290031388191E-005   4.10574568299247034E-011   4.81014729418170862E-013   1.68412406037598899E-021   9.18407080361876768E-015   2.88643065758970444E-009   9.00233849858255905E-025   3.06873907081623932E-029   2.19366084239799869E-021   6.42495574530307316E-030   1.60177734334635602E-024   2.47745363279393126E-014   1.32411092554125626E-028   1.90782385400382327E-017   6.98538715667436407E-006   1.34653379022243340E-011   2.05091757837491466E-022   2.46132643980016708E-031   2.83583276610236626E-027   6.55615542429849090E-014   1.48531700747655290E-003   4.76060642199536927E-009   1.58538666176310109E-012   2.00843808238335071E-012   5.67416990949600876E-007   4.86291164779772573E-010   5.12889490465316434E-006   2.38551238038728942E-002   8.27735630181013390E-022   1.52779968052637956E-012   1.13853600987532929E-009   5.16974888185796825E-009   6.67828325496442053E-018   3.62251684273391434E-015   2.02285046319488134E-014   7.08126846725864213E-012   1.53798948692969976E-013   3.09344454537475824E-015   8.54358831290000425E-018   3.75154369498401871E-011   3.40148099776620322E-018   5.46751352140927204E-020   3.39556658074518126E-014   2.29813489731669502E-010   1.47674693721534046E-008   1.25934697162418621E-012   9.99134745733426993E-023   1.50147639225810494E-021   3.37833359271544949E-028   1.95448509415419559E-015   1.15186160282694602E-021   4.81826963679214639E-008   8.17293341562250896E-018   8.23733132560351360E-011   1.96630524308758520E-008   2.27408077503374558E-006
   4.47500000000000000E+001   1.80000000000000000E+002   2.54982289999999921E+005   8.72699301512082649E-011   1.55453093996956571E-004   5.83009423358873960E-005   4.10961180905870534E-016   6.22695384223871156E-015   9.23510006452102137E-017   2.66232695315482635E-004   2.93571433042795439E-003   7.60111819139422404E-014   4.84928728343302261E-012   9.94508740506882475E-026   1.37284554646033574E-022   3.08977772970089422E-015   7.82605401186435525E-010   1.18452439351171882E-003   6.40561946857995957E-009   1.60138133880908466E-013   3.05883920534600995E-018   6.54093635980277708E-022   5.56186044641197951E-017   1.86212814140029501E-014   1.89118467970699488E-010   8.06738032157969540E-014   2.70450379868464898E-005   2.39769625921922231E-004   1.33475961569027835E-008   8.97733746742268193E-021   5.58199458405438297E-009   1.34330953954539412E-016   1.38186533269984170E-015   2.43394692398773282E-018   4.93143137282554261E-012   4.36079714623866574E-031   3.29121829348728799E-015   2.26268054511997485E-005   1.30068613331528854E-005   4.28359238114507938E-011   4.79483405702142932E-013   2.27190213484268322E-021   9.56203723593016874E-015   3.03834888795139847E-009   1.21502587501349339E-024   4.48384691203920445E-029   2.31561407974494681E-021   6.42936857071522364E-030   2.59173933152452554E-024   2.47821202802149421E-014   1.46893752508809696E-028   1.93433569766943919E-017   6.98523977171436557E-006   1.55428455552749679E-011   2.25700250128582139E-022   2.53263092192192860E-031   3.13594966834361517E-027   6.55566753212155899E-014   1.48400391653081046E-003   4.75862102377848354E-009   1.78360230729491037E-012   2.26759059666032813E-012   5.67398672139781624E-007   4.68061838413050647E-010   5.43412043086921418E-006   2.38533701319543073E-002   7.71019272153105484E-022   1.42642399513384790E-012   1.25613824788004613E-009   5.61405092049083908E-009   7.30574495838491940E-018   4.33698086101613682E-015   1.94598189069678358E-014   7.71246011318957268E-012   1.54261537683927901E-013   3.43352695973794253E-015   9.14311468414772244E-018   4.63038058008092193E-011   3.50888195593743477E-018   6.72518311007428656E-020   3.65805584754126106E-014   2.35254121988891872E-010   1.47777730768153853E-008   1.22391489084854261E-012   1.31538721767261427E-022   1.89696357137291461E-021   3.55082507057508554E-028   1.95792360885799783E-015   8.34030602009823580E-022   5.16527511657904894E-008   8.38224610919040007E-018   9.20262944556558888E-011   1.96536719451259597E-008   2.35784841738058703E-006
   4.52500000000000000E+001   1.80000000000000000E+002   2.68890390000000189E+005   1.04065115879027505E-010   1.56816422971849871E-004   5.97154774086065032E-005   5.21576002524087983E-016   7.57395719962930344E-015   1.34639332364780417E-016   2.68107461632604931E-004   2.93390777922394744E-003   7.46322182325486199E-014   5.43751735002413861E-012   1.63671026132590258E-025   1.76553029200373823E-022   3.33028273236261677E-015   8.86698305177910881E-010   1.18416122489765777E-003   7.60713574075325993E-009   1.77306496402704862E-013   3.33771470853005453E-018   6.82452852353008897E-022   5.67579235204913236E-017   2.01121049258446912E-014   2.09883091976331679E-010   1.06748747749855789E-013   2.74395117008903046E-005   2.39529847387746442E-004   1.32772426506218040E-008   1.11468001102896675E-020   5.79992185317360553E-009   1.59181190156613899E-016   1.48770727599296700E-015   2.81220697384062358E-018   5.05141331085733409E-012   6.22508486581883264E-031   3.98710851405948896E-015   2.33424636729496832E-005   1.27220057569907326E-005   4.47147954956942203E-011   4.76414251009003652E-013   3.04861951609788895E-021   9.95549606962377101E-015   3.19782125546999527E-009   1.62980962803975750E-024   6.50589720143883083E-029   2.44621274482684687E-021   6.43955190157095641E-030   4.18188470153158929E-024   2.47899094163011873E-014   1.62785113478476907E-028   1.96188253025792244E-017   6.98508626613792088E-006   1.79309221366110193E-011   2.48208235061006345E-022   2.63033089580249741E-031   3.48533180637433990E-027   6.55516013083155858E-014   1.48264846600527022E-003   4.75975224623162623E-009   2.00787833022219514E-012   2.56856981154375995E-012   5.67379621023888173E-007   4.50251345650546290E-010   5.76313629142529648E-006   2.38515331127988478E-002   7.19993510834325898E-022   1.32973842449841537E-012   1.38343896424516065E-009   6.09535554542175069E-009   7.96298870167050946E-018   5.16800242189253403E-015   1.87534138991382575E-014   8.36103691721570772E-012   1.58550054185055756E-013   3.80403971367004464E-015   9.79403049201307471E-018   5.71845859711030084E-011   3.61962644477370130E-018   8.22377193371802771E-020   3.95549048183949234E-014   2.40587420421284201E-010   1.47874283696486716E-008   1.18469602404188182E-012   1.72133260442638922E-022   2.39671805694581534E-021   3.75359080901233827E-028   1.96119694164159800E-015   6.01794511030344016E-022   5.54437912697215612E-008   8.60429293280617170E-018   1.02607842795854097E-010   1.96434700652448339E-008   2.44497925171562902E-006
   4.57500000000000000E+001   1.80000000000000000E+002   2.83557099999999977E+005   1.23764468300366562E-010   1.58229804910553891E-004   6.11794083121777206E-005   6.59634797599321785E-016   9.21681169332873947E-015   1.94948494231870598E-016   2.70049810338621632E-004   2.93203640489149734E-003   7.34864096099765667E-014   6.10840020476705421E-012   2.67522686140417738E-025   2.26706063778479082E-022   3.59221124001396109E-015   1.00399045447847961E-009   1.18378399695055259E-003   9.02724223476601549E-009   1.96475322686211581E-013   3.64198692584476201E-018   7.12966676181242153E-022   5.78222083512387923E-017   2.16722106481206133E-014   2.33264673464621903E-010   1.41042246257120854E-013   2.78502478856920307E-005   2.39280179813161539E-004   1.32006937979197684E-008   1.38005416200032439E-020   6.02718530989283807E-009   1.88082735435716220E-016   1.60514683218532204E-015   3.25694363044151944E-018   5.18578187382604736E-012   8.86726633216784576E-031   4.82819732892665330E-015   2.40764946967911957E-005   1.24281116848811143E-005   4.67002807406211417E-011   4.72085008298473009E-013   4.06710898495430018E-021   1.03650554142165638E-014   3.36521258617618139E-009   2.17497703190350817E-024   9.37024601229378190E-029   2.58741346352223202E-021   6.46470840544423961E-030   6.72809613502272987E-024   2.47979079478182082E-014   1.80417698142805071E-028   1.99049730235666272E-017   6.98492637004926383E-006   2.06698635114740648E-011   2.72643879737542404E-022   2.76252506627650804E-031   3.89133905522218637E-027   6.55463245169043659E-014   1.48124953502740695E-003   4.76433080690599287E-009   2.26355340622248264E-012   2.92295459192107641E-012   5.67359808687255069E-007   4.33093670681368742E-010   6.11795554789769263E-006   2.38496082180112111E-002   6.74433521538854814E-022   1.23771800863729975E-012   1.52207265200492276E-009   6.61601154225934212E-009   8.65546846154209319E-018   6.13181277998820104E-015   1.81323127629339702E-014   9.02586348042233780E-012   1.70653001130627408E-013   4.20657044960276274E-015   1.05012321315455964E-017   7.06446392181227426E-011   3.73380667046525040E-018   1.00030100612056665E-019   4.29980111666368301E-014   2.45793552068453300E-010   1.47964214365942628E-008   1.14272295464795218E-012   2.23702092176888164E-022   3.02783201735635397E-021   3.98947827896018367E-028   1.96430500356874587E-015   4.32876829750692134E-022   5.96128399900608967E-008   8.84695832086373561E-018   1.14181611882474295E-010   1.96323960280921791E-008   2.53560643995038418E-006
   4.62500000000000000E+001   1.80000000000000000E+002   2.99023819999999949E+005   1.46801707325168818E-010   1.59695349941501864E-004   6.26943093813256592E-005   8.31729445496260670E-016   1.12307520547234689E-014   2.80096408842565147E-016   2.72062016220406364E-004   2.93009804290756976E-003   7.26411520704566647E-014   6.88872972651767944E-012   4.34599181766989205E-025   2.91022375668745822E-022   3.88096664199065129E-015   1.13592438443857859E-009   1.18339197114548196E-003   1.07047828177068937E-008   2.18023478913037413E-013   3.97644660563030745E-018   7.46441239602051056E-022   5.88333080524189123E-017   2.33100438265637129E-014   2.59898439677550243E-010   1.85973943678209764E-013   2.82779393094852856E-005   2.39020193948156009E-004   1.31186235955560307E-008   1.70473178059512910E-020   6.26420798159582033E-009   2.21571506039188380E-016   1.73523122833742454E-015   3.78000825502472824E-018   5.33461506725360636E-012   1.26008926893620493E-030   5.84342367722461214E-015   2.48288309763315786E-005   1.21253908351421210E-005   4.87989016440246150E-011   4.66791442341891108E-013   5.39221638317381118E-021   1.07913464725797751E-014   3.54090434160250687E-009   2.89045367003295886E-024   1.33955973591335137E-028   2.74225553799109994E-021   6.51776112039529445E-030   1.07925300142139587E-023   2.48061204390493579E-014   2.00246022699001550E-028   2.02021199792857707E-017   6.98475980052585700E-006   2.38040474881114774E-011   2.99012367020830630E-022   2.93886546753459131E-031   4.36235616126962830E-027   6.55408369613650875E-014   1.47980597635530243E-003   4.77269665909767239E-009   2.55755785035256214E-012   3.34687194454551709E-012   5.67339205091086295E-007   4.16794741689601587E-010   6.50074161946969138E-006   2.38475906496743890E-002   6.34277900904966896E-022   1.15030793082722325E-012   1.67411629094141634E-009   7.17856320353388252E-009   9.39102624760483055E-018   7.24971256888672670E-015   1.76272639157322089E-014   9.70661316872832648E-012   1.97261232287270290E-013   4.64288887690301275E-015   1.12700499752087268E-017   8.72807872529953649E-011   3.85152059226205675E-018   1.21096788110557549E-019   4.70736309537368210E-014   2.50852956685841288E-010   1.48047456465056566E-008   1.09899318681860711E-012   2.88477507290226422E-022   3.82447658931666845E-021   4.26174380900300174E-028   1.96724832634267013E-015   3.10561977862879939E-022   6.42318241724362005E-008   9.11972592328529892E-018   1.26812473927085806E-010   1.96203988189895533E-008   2.62986831765221851E-006
   4.67500000000000000E+001   1.80000000000000000E+002   3.15334169999999867E+005   1.73654058911507921E-010   1.61215313004970040E-004   6.42617852784107928E-005   1.04612441608653769E-015   1.37185920661613144E-014   3.99022502377368827E-016   2.74146410081598630E-004   2.92809047698305977E-003   7.21895879335730568E-014   7.81749472717082641E-012   7.02347056305101004E-025   3.74084230802274471E-022   4.20368999840920231E-015   1.28405647649512205E-009   1.18298434029144475E-003   1.26853368786908305E-008   2.42476983778771879E-013   4.34800168168596199E-018   7.84079500636414093E-022   5.98266593916758666E-017   2.50403640399615736E-014   2.90678376588474193E-010   2.44597357029627700E-013   2.87233127328027136E-005   2.38749437812518621E-004   1.30317033596523865E-008   2.10250465409902830E-020   6.51143408299190824E-009   2.60235987306423195E-016   1.87899676587167923E-015   4.39528728669788451E-018   5.49797327330984637E-012   1.78599026476268705E-030   7.06735306924312523E-015   2.55993463816223357E-005   1.18141398026314456E-005   5.10174940404302712E-011   4.60854700939210662E-013   7.10286431856598766E-021   1.12350244623770896E-014   3.72529493013771596E-009   3.82880535440551930E-024   1.90153485718675362E-028   2.91520404809274241E-021   6.61627843186523427E-030   1.72601312893029791E-023   2.48145517960367862E-014   2.22868879233965032E-028   2.05105699327443309E-017   6.98458626114209490E-006   2.73820686578319176E-011   3.27290389065361735E-022   3.17079783547413169E-031   4.90791063469473237E-027   6.55351303466858868E-014   1.47831661502706782E-003   4.78519878473759540E-009   2.89880629862253075E-012   3.86295326443158394E-012   5.67317779029951790E-007   4.01530307937298784E-010   6.91381414550076476E-006   2.38454753253407696E-002   5.99618421226077253E-022   1.06740104810755341E-012   1.84212067109353787E-009   7.78582987323983674E-009   1.01805593180872717E-017   8.55131849328761545E-015   1.72772895432190247E-014   1.04042625362338157E-011   2.49042332479046754E-013   5.11512718812278051E-015   1.21062781068408604E-017   1.07823939799812697E-010   3.97287189119291113E-018   1.45993464794499003E-019   5.20074957308973627E-014   2.55746403305156176E-010   1.48124008451181241E-008   1.05447085586800930E-012   3.68876310083168429E-022   4.82982606405955350E-021   4.57419431679792365E-028   1.97002803915371963E-015   2.22379035417688523E-022   6.93925606654193393E-008   9.43362605788319589E-018   1.40566308580778656E-010   1.96074275192883865E-008   2.72790858862059435E-006
   4.72500000000000000E+001   1.80000000000000000E+002   3.32534169999999634E+005   2.04833320451059322E-010   1.62792099423381728E-004   6.58834590821826617E-005   1.31322694654251672E-015   1.68237505350592801E-014   5.63262371549028349E-016   2.76305367267018790E-004   2.92601145043163563E-003   7.22556127695271053E-014   8.95068058859483122E-012   1.13036096894726498E-024   4.82489441170835316E-022   4.56963698559222666E-015   1.45004951654599889E-009   1.18256021939419274E-003   1.50223530886097384E-008   2.70562994406288674E-013   4.76637777085101891E-018   8.27570398721278518E-022   6.08532639313718763E-017   2.68871384619636298E-014   3.26834710578062546E-010   3.20732742973034619E-013   2.91871317061990410E-005   2.38467434602964123E-004   1.29406415956295017E-008   2.59106408327988238E-020   6.76933000184960587E-009   3.04719517580423075E-016   2.03746385729701492E-015   5.11903716358444802E-018   5.67589727170764276E-012   2.52409235946388629E-030   8.54128069970133617E-015   2.63878347031638232E-005   1.14947656454117294E-005   5.33632098880810886E-011   4.54628645789545246E-013   9.29440502771939284E-021   1.16967695792166085E-014   3.91880001748666779E-009   5.05924024929975451E-024   2.68249104655039690E-028   3.11250567330659808E-021   6.78354944081759443E-030   2.75184186760377874E-023   2.48232072463323744E-014   2.49048491303594827E-028   2.08306024176179062E-017   6.98440544152919329E-006   3.14568192323075417E-011   3.57420778142523347E-022   3.47180410410071841E-031   5.53880073983937405E-027   6.55291960566767332E-014   1.47678024786425041E-003   4.80219524987070666E-009   3.29864376584901350E-012   4.50301634007003304E-012   5.67295498086967551E-007   3.87444217311445087E-010   7.35965279374631500E-006   2.38432568635734803E-002   5.70681368676623840E-022   9.88830197532911662E-013   2.02910010056295471E-009   8.44101809711518620E-009   1.10388585817099138E-017   1.00790755543730099E-014   1.71305494410303572E-014   1.11217160934253841E-011   3.42135051758511326E-013   5.62603409677980400E-015   1.30162028324492766E-017   1.33168208737922231E-010   4.09796984512479516E-018   1.75384665088015286E-019   5.81104577161723120E-014   2.60455027769937132E-010   1.48193925084409261E-008   1.01008200695470499E-012   4.67451315726947801E-022   6.09851115536327746E-021   4.93137234123029684E-028   1.97264585342789466E-015   1.59075725607316265E-022   7.52130036585735536E-008   9.80115455985237733E-018   1.55509781879799831E-010   1.95934317141779708E-008   2.82987653017620614E-006
   4.77500000000000000E+001   1.80000000000000000E+002   3.50672359999999986E+005   2.40869137487128191E-010   1.64428270638463183E-004   6.75609541065928961E-005   1.64618373402224515E-015   2.07487058505396860E-014   7.87492178067051959E-016   2.78541289641750459E-004   2.92385868395218969E-003   7.29982027481923867E-014   1.03672666704967046E-011   1.81376153063432875E-024   6.25990536440917697E-022   4.99056045473124880E-015   1.63565948512862100E-009   1.18211863605108963E-003   1.77784668728590200E-008   3.03271144604555760E-013   5.24483008315577090E-018   8.79166749216436766E-022   6.19823072846230776E-017   2.88875605833178964E-014   3.70013860088560156E-010   4.19114811497497861E-013   2.96701998329016491E-005   2.38173680281069511E-004   1.28462268192377867E-008   3.19330073969927993E-020   7.03838528038932310E-009   3.55721940337359557E-016   2.21163800606580092E-015   5.97027222758044576E-018   5.86840599193785967E-012   3.55576650534698115E-030   1.03145306326801335E-014   2.71939856476967601E-005   1.11678132803709538E-005   5.58435227252464949E-011   4.48505842357624907E-013   1.20812384739108765E-020   1.21772879444666731E-014   4.12185281978425841E-009   6.67264495062209192E-024   3.76533861295495280E-028   3.34249291841990678E-021   7.04983833778665866E-030   4.37322468632043477E-023   2.48320923095759561E-014   2.79723515842599478E-028   2.11624624283310148E-017   6.98421701700260397E-006   3.60855004580026044E-011   3.89307198992617779E-022   3.85762598861247200E-031   6.26723296771205292E-027   6.55230251422235679E-014   1.47519564406426514E-003   4.82405362181098798E-009   3.77134145006915035E-012   5.31162171142572030E-012   5.67272328589136029E-007   3.74647215479290672E-010   7.84089757744211961E-006   2.38409295716485031E-002   5.47798666305759500E-022   9.14375397752063537E-013   2.23846389575769643E-009   9.14786211230956848E-009   1.19856222657829072E-017   1.18939758208056013E-014   1.72456826321147169E-014   1.18645334163676632E-011   4.99748014854855300E-013   6.17930373993611663E-015   1.40066274722277438E-017   1.64405787625540793E-010   4.22692910725705690E-018   2.10067727824598646E-019   6.58083240692326021E-014   2.64960361770182676E-010   1.48257307969687521E-008   9.66702345482929096E-013   5.86854585423837613E-022   7.69970519306370250E-021   5.33879627797191655E-028   1.97510406112513076E-015   1.13824861495170240E-022   8.18447695705497715E-008   1.02361762790340540E-017   1.71710105098727053E-010   1.95783619843231287E-008   2.93592719787171380E-006
   4.82500000000000000E+001   1.80000000000000000E+002   3.69639079999999725E+005   2.82280619975649253E-010   1.66126918857625460E-004   6.92962451679096913E-005   2.06163306600977408E-015   2.57800821421427886E-014   1.09023219555318020E-015   2.80857082843980616E-004   2.92162941670792188E-003   7.46150648836574939E-014   1.21768032730206802E-011   2.90454012489839036E-024   8.19287701672577870E-022   5.48117648313133080E-015   1.84272378668267978E-009   1.18165842091404682E-003   2.10269486772220620E-008   3.41917349349036430E-013   5.80074132802709858E-018   9.41738012813355158E-022   6.33046475808429236E-017   3.10972764363998275E-014   4.22362884004079358E-010   5.45579356755253384E-013   3.01734730750305388E-005   2.37867575087564271E-004   1.27493498903034410E-008   3.93897497302259875E-020   7.31917457412876445E-009   4.14002636697376470E-016   2.40252521513479906E-015   6.97127225156475886E-018   6.07553896127460098E-012   4.99089785664492309E-030   1.24460429004353779E-014   2.80175390283213977E-005   1.08339202340132256E-005   5.84668067541052516E-011   4.42920275721379095E-013   1.56004903161037979E-020   1.26774211855966682E-014   4.33495067815326297E-009   8.78821250084121780E-024   5.26726730472557306E-028   3.61579917415587296E-021   7.45402132675049930E-030   6.92611685862265511E-023   2.48412147430044623E-014   3.16020607946392229E-028   2.15064222790179820E-017   6.98402060661598095E-006   4.13296829488505943E-011   4.22814009634575950E-022   4.34654671143049387E-031   7.10715071602270416E-027   6.55166069152075312E-014   1.47356119184935733E-003   4.85115775667601397E-009   4.33475826415058904E-012   6.35086451816621672E-012   5.67248230327695751E-007   3.63214123271654192E-010   8.36045688370151376E-006   2.38384869064145848E-002   5.31367303872657015E-022   8.43780587786258615E-013   2.47388654234743179E-009   9.91088893232801616E-009   1.30468838160242829E-017   1.40825169346872124E-014   1.76941308487657428E-014   1.26418745228430570E-011   7.53792029820640205E-013   6.78010785960644679E-015   1.50851245969058533E-017   2.02870902238636266E-010   4.35989829738583062E-018   2.51001135683490549E-019   7.56821028565912018E-014   2.69245298728426609E-010   1.48314307934440119E-008   9.25133687422611786E-013   7.29871818310857687E-022   9.72136743129506718E-021   5.80339483923101521E-028   1.97740604961361183E-015   8.16081446469484600E-023   8.94836070552889635E-008   1.07539593339746010E-017   1.89238577217529615E-010   1.95621669808225987E-008   3.04624559638245143E-006
   4.87500000000000000E+001   1.80000000000000000E+002   3.89552209999999963E+005   3.29538407260059844E-010   1.67891530388840848E-004   7.10914698314825985E-005   2.58061122569005935E-015   3.23213682913128156E-014   1.49466821506328894E-015   2.83255917319119534E-004   2.91932063743944280E-003   7.73437455148031573E-014   1.45279951434167392E-011   4.64452945701396610E-024   1.08475480226286310E-021   6.05939260646248142E-015   2.07314174941311730E-009   1.18117823674701019E-003   2.48534481776348079E-008   3.88203358801766584E-013   6.45602704193494138E-018   1.01879579690218269E-021   6.49369638162046022E-017   3.35972704238729466E-014   4.86593043295417218E-010   7.07241730268765696E-013   3.06980219608340808E-005   2.37548445987483621E-004   1.26510556054072199E-008   4.86677990992923558E-020   7.61233552987202145E-009   4.80380478579706171E-016   2.61114302026322939E-015   8.14812533716782906E-018   6.29734050718807491E-012   6.97613642245178391E-030   1.50061255850205009E-014   2.88581798213224075E-005   1.04938746085485815E-005   6.12421672068923247E-011   4.38345508324340700E-013   2.00150163883623712E-020   1.31981051052023123E-014   4.55863873400118906E-009   1.15611357288168906E-023   7.35500455551159400E-028   3.94534521789185452E-021   8.04566858108933118E-030   1.09280169315979215E-022   2.48505836323991470E-014   3.59247455112052036E-028   2.18627353109197080E-017   6.98381578907060480E-006   4.72552783591301320E-011   4.57764713148726386E-022   4.95959321702980544E-031   8.07441700418515420E-027   6.55099294824114500E-014   1.47187505077331577E-003   4.88391041786337609E-009   5.01094270255359096E-012   7.70626922890717712E-012   5.67223158561620842E-007   3.53186618380509644E-010   8.92146694028409144E-006   2.38359216599425307E-002   5.21812627820007083E-022   7.76778652888493067E-013   2.73913205392945829E-009   1.07356524116121676E-008   1.42564300896621907E-017   1.67642545513979138E-014   1.85629371557234178E-014   1.34672617895332886E-011   1.14647578386706715E-012   7.43556487251931998E-015   1.62599920349942324E-017   2.50190038081554399E-010   4.49704745151953459E-018   2.99330046615308868E-019   8.85174189960549527E-014   2.73293476100233207E-010   1.48365103808003325E-008   8.86082245861671015E-013   8.99466932058415139E-022   1.22749644056451652E-020   6.33385734040722385E-028   1.97955595174861206E-015   5.87616023181693060E-023   9.83806320256663964E-008   1.13709885321950029E-017   2.08169341770830889E-010   1.95447951016112220E-008   3.16103751915928130E-006
   4.92500000000000000E+001   1.80000000000000000E+002   4.10538100000000268E+005   3.83020302822360288E-010   1.69725448286221179E-004   7.29483223110282699E-005   3.22960728728757527E-015   4.09340299140769948E-014   2.02953465768267496E-015   2.85740432075917239E-004   2.91692985187010610E-003   8.14596424844023760E-014   1.76177898747980655E-011   7.41408178135775016E-024   1.45652679489544173E-021   6.74619820297391665E-015   2.32884515546143516E-009   1.18067672004283685E-003   2.93581458865065293E-008   4.44264860586302554E-013   7.23724692365484323E-018   1.11448532829401947E-021   6.70261374950980620E-017   3.65024161868180234E-014   5.66004970972771661E-010   9.12626006161968915E-013   3.12448738354467452E-005   2.37215641591945328E-004   1.25526117371872911E-008   6.02680604408037515E-020   7.91847825039913905E-009   5.55728435772104164E-016   2.83851819772749422E-015   9.53126200882828833E-018   6.53378686592333501E-012   9.70454186419471665E-030   1.80783028722317236E-014   2.97152529746124724E-005   1.01487421053356788E-005   6.41786068783376894E-011   4.35289023456284985E-013   2.55143374966933972E-020   1.37402076617780551E-014   4.79344060639138898E-009   1.51907630033390507E-023   1.02646383556977792E-027   4.34605998197783409E-021   8.88769046486805256E-030   1.71678181109690438E-022   2.48602063963245282E-014   4.10859925497047788E-028   2.22315043320288020E-017   6.98360216475796590E-006   5.39323798464681298E-011   4.93938388579717126E-022   5.72052166504224234E-031   9.18675444636175209E-027   6.55029818238538266E-014   1.47013568566142631E-003   4.92272610934210837E-009   5.82657373234558640E-012   9.49368433401941187E-012   5.67197071819880260E-007   3.44578013459142339E-010   9.52710036284055151E-006   2.38332267582195279E-002   5.19553166860295361E-022   7.13122242841666908E-013   3.03785765324607114E-009   1.16289022159344679E-008   1.56571875765628082E-017   2.00994696728502239E-014   1.99576768216473619E-014   1.43591002142881446E-011   1.73183381425126443E-012   8.15509999399259103E-015   1.75398926092290598E-017   3.08336417275612016E-010   4.63852453061952355E-018   3.56403643353418505E-019   1.05363943328355421E-013   2.77088033162188112E-010   1.48409876443215248E-008   8.50141570885669924E-013   1.09880490215264357E-021   1.55001261343039867E-020   6.94086662585773092E-028   1.98155799567100880E-015   4.26278742294682969E-023   1.08854363285420493E-007   1.21045669106702680E-017   2.28573297227443910E-010   1.95262006545292085E-008   3.28049382631491967E-006
