alt                      temp                     eddy                      
2.5000000000000000e-01   2.7700000000000000e+02   9.9284138999999894e+04 
7.5000000000000000e-01   2.7300000000000000e+02   9.9284138999999894e+04   
1.2500000000000000e+00   2.6900000000000000e+02   9.9284138999999894e+04   
1.7500000000000000e+00   2.6500000000000000e+02   9.9284138999999894e+04   
2.2500000000000000e+00   2.6100000000000000e+02   9.9284138999999894e+04   
2.7500000000000000e+00   2.5675000000000000e+02   9.9284138999999894e+04   
3.2500000000000000e+00   2.5225000000000000e+02   9.9284138999999894e+04   
3.7500000000000000e+00   2.4800000000000000e+02   9.9284138999999894e+04   
4.2500000000000000e+00   2.4400000000000000e+02   9.9284138999999894e+04   
4.7500000000000000e+00   2.4000000000000000e+02   9.9284138999999894e+04   
5.2500000000000000e+00   2.3600000000000000e+02   9.9284138999999894e+04   
5.7500000000000000e+00   2.3200000000000000e+02   9.9284138999999894e+04   
6.2500000000000000e+00   2.2800000000000000e+02   9.9284138999999894e+04   
6.7500000000000000e+00   2.2400000000000000e+02   9.9284138999999894e+04   
7.2500000000000000e+00   2.2000000000000000e+02   9.9284138999999894e+04   
7.7500000000000000e+00   2.1600000000000000e+02   9.9284138999999894e+04   
8.2500000000000000e+00   2.1200000000000000e+02   9.9284138999999894e+04   
8.7500000000000000e+00   2.0800000000000000e+02   9.5213198000000091e+04   
9.2500000000000000e+00   2.0400000000000000e+02   8.9185324999999997e+04   
9.7500000000000000e+00   1.9975000000000000e+02   6.6936789000000004e+04   
1.0250000000000000e+01   1.9525000000000000e+02   4.8779003999999986e+04   
1.0750000000000000e+01   1.9100000000000000e+02   3.5546837999999974e+04   
1.1250000000000000e+01   1.8700000000000000e+02   2.5904130999999998e+04   
1.1750000000000000e+01   1.8375000000000000e+02   1.8877177999999989e+04   
1.2250000000000000e+01   1.8125000000000000e+02   1.3756410000000007e+04   
1.2750000000000000e+01   1.8000000000000000e+02   1.0024740999999993e+04   
1.3250000000000000e+01   1.8000000000000000e+02   8.8497662999999957e+03   
1.3750000000000000e+01   1.8000000000000000e+02   7.9166126000000040e+03   
1.4250000000000000e+01   1.8000000000000000e+02   7.0645300999999999e+03   
1.4750000000000000e+01   1.8000000000000000e+02   6.2988279999999986e+03   
1.5250000000000000e+01   1.8000000000000000e+02   6.0913953000000029e+03   
1.5750000000000000e+01   1.8000000000000000e+02   5.9400615999999973e+03   
1.6250000000000000e+01   1.8000000000000000e+02   5.9400615999999973e+03   
1.6750000000000000e+01   1.8000000000000000e+02   6.0309202000000023e+03   
1.7250000000000000e+01   1.8000000000000000e+02   6.2304453999999996e+03   
1.7750000000000000e+01   1.8000000000000000e+02   6.4365716999999977e+03   
1.8250000000000000e+01   1.8000000000000000e+02   6.9651367999999993e+03   
1.8750000000000000e+01   1.8000000000000000e+02   7.6154687999999996e+03   
1.9250000000000000e+01   1.8000000000000000e+02   8.3265220000000027e+03   
1.9750000000000000e+01   1.8000000000000000e+02   9.0748994999999995e+03   
2.0250000000000000e+01   1.8000000000000000e+02   9.8080578999999998e+03   
2.0750000000000000e+01   1.8000000000000000e+02   1.0600448000000002e+04   
2.1250000000000000e+01   1.8000000000000000e+02   1.1456855000000000e+04   
2.1750000000000000e+01   1.8000000000000000e+02   1.2382451000000008e+04   
2.2250000000000000e+01   1.8000000000000000e+02   1.3382825999999988e+04   
2.2750000000000000e+01   1.8000000000000000e+02   1.4464020000000004e+04   
2.3250000000000000e+01   1.8000000000000000e+02   1.5632564000000002e+04   
2.3750000000000000e+01   1.8000000000000000e+02   1.6895515000000014e+04   
2.4250000000000000e+01   1.8000000000000000e+02   1.8260497999999996e+04   
2.4750000000000000e+01   1.8000000000000000e+02   1.9735758000000016e+04   
2.5250000000000000e+01   1.8000000000000000e+02   2.1330205000000024e+04   
2.5750000000000000e+01   1.8000000000000000e+02   2.3053465999999982e+04   
2.6250000000000000e+01   1.8000000000000000e+02   2.4915947999999993e+04   
2.6750000000000000e+01   1.8000000000000000e+02   2.6928901000000016e+04   
2.7250000000000000e+01   1.8000000000000000e+02   2.9104478999999981e+04   
2.7750000000000000e+01   1.8000000000000000e+02   3.1455820999999982e+04   
2.8250000000000000e+01   1.8000000000000000e+02   3.3997127999999990e+04   
2.8750000000000000e+01   1.8000000000000000e+02   3.6743745000000032e+04   
2.9250000000000000e+01   1.8000000000000000e+02   3.9712262000000010e+04   
2.9750000000000000e+01   1.8000000000000000e+02   4.2920603999999992e+04   
3.0250000000000000e+01   1.8000000000000000e+02   4.6388146999999983e+04   
3.0750000000000000e+01   1.8000000000000000e+02   5.0135832000000009e+04   
3.1250000000000000e+01   1.8000000000000000e+02   5.3917199999999997e+04   
3.1750000000000000e+01   1.8000000000000000e+02   5.7867748000000058e+04   
3.2250000000000000e+01   1.8000000000000000e+02   6.2107755999999965e+04   
3.2750000000000000e+01   1.8000000000000000e+02   6.6658432000000044e+04   
3.3250000000000000e+01   1.8000000000000000e+02   7.1542539000000019e+04   
3.3750000000000000e+01   1.8000000000000000e+02   7.6784507999999929e+04   
3.4250000000000000e+01   1.8000000000000000e+02   8.2410558999999950e+04   
3.4750000000000000e+01   1.8000000000000000e+02   8.8146480000000054e+04   
3.5250000000000000e+01   1.8000000000000000e+02   9.2954458999999915e+04   
3.5750000000000000e+01   1.8000000000000000e+02   9.8024690999999948e+04   
3.6250000000000000e+01   1.8000000000000000e+02   1.0337147999999995e+05   
3.6750000000000000e+01   1.8000000000000000e+02   1.0900990999999992e+05   
3.7250000000000000e+01   1.8000000000000000e+02   1.1495588999999994e+05   
3.7750000000000000e+01   1.8000000000000000e+02   1.2122619999999988e+05   
3.8250000000000000e+01   1.8000000000000000e+02   1.2783851999999987e+05   
3.8750000000000000e+01   1.8000000000000000e+02   1.3481151999999990e+05   
3.9250000000000000e+01   1.8000000000000000e+02   1.4216485999999987e+05   
3.9750000000000000e+01   1.8000000000000000e+02   1.4991928000000000e+05   
4.0250000000000000e+01   1.8000000000000000e+02   1.5809667999999999e+05   
4.0750000000000000e+01   1.8000000000000000e+02   1.6672011999999994e+05   
4.1250000000000000e+01   1.8000000000000000e+02   1.7581392000000001e+05   
4.1750000000000000e+01   1.8000000000000000e+02   1.8540375000000017e+05   
4.2250000000000000e+01   1.8000000000000000e+02   1.9551665999999997e+05   
4.2750000000000000e+01   1.8000000000000000e+02   2.0618118000000005e+05   
4.3250000000000000e+01   1.8000000000000000e+02   2.1742739999999999e+05   
4.3750000000000000e+01   1.8000000000000000e+02   2.2928704999999987e+05   
4.4250000000000000e+01   1.8000000000000000e+02   2.4179357999999975e+05   
4.4750000000000000e+01   1.8000000000000000e+02   2.5498228999999992e+05   
4.5250000000000000e+01   1.8000000000000000e+02   2.6889039000000019e+05   
4.5750000000000000e+01   1.8000000000000000e+02   2.8355709999999998e+05   
4.6250000000000000e+01   1.8000000000000000e+02   2.9902381999999995e+05   
4.6750000000000000e+01   1.8000000000000000e+02   3.1533416999999987e+05   
4.7250000000000000e+01   1.8000000000000000e+02   3.3253416999999963e+05   
4.7750000000000000e+01   1.8000000000000000e+02   3.5067235999999999e+05   
4.8250000000000000e+01   1.8000000000000000e+02   3.6963907999999973e+05   
4.8750000000000000e+01   1.8000000000000000e+02   3.8955220999999996e+05   
4.9250000000000000e+01   1.8000000000000000e+02   4.1053810000000027e+05   
4.9750000000000000e+01   1.8000000000000000e+02   4.3265454999999958e+05   
5.0250000000000000e+01   1.8000000000000000e+02   4.5596243999999971e+05   
5.0750000000000000e+01   1.8000000000000000e+02   4.8052597000000003e+05   
5.1250000000000000e+01   1.8000000000000000e+02   5.0641278999999998e+05   
5.1750000000000000e+01   1.8000000000000000e+02   5.3369418000000017e+05   
5.2250000000000000e+01   1.8000000000000000e+02   5.6244526000000047e+05   
5.2750000000000000e+01   1.8000000000000000e+02   5.9274521999999962e+05   
5.3250000000000000e+01   1.8000000000000000e+02   6.2467749000000046e+05   
5.3750000000000000e+01   1.8000000000000000e+02   6.5833001999999979e+05   
5.4250000000000000e+01   1.8000000000000000e+02   6.9379545999999996e+05   
5.4750000000000000e+01   1.8000000000000000e+02   7.3117150000000035e+05   
5.5250000000000000e+01   1.8000000000000000e+02   7.7056104999999946e+05   
5.5750000000000000e+01   1.8000000000000000e+02   8.1207259000000067e+05   
5.6250000000000000e+01   1.8000000000000000e+02   8.5582043000000075e+05   
5.6750000000000000e+01   1.8000000000000000e+02   9.0192505000000086e+05   
5.7250000000000000e+01   1.8000000000000000e+02   9.5051341000000038e+05   
5.7750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
5.8250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
5.8750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
5.9250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
5.9750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.0250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.0750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.1250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.1750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.2250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.2750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.3250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.3750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.4250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.4750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.5250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.5750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.6250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.6750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.7250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.7750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.8250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.8750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.9250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
6.9750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.0250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.0750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.1250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.1750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.2250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.2750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.3250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.3750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.4250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.4750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.5250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.5750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.6250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.6750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.7250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.7750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.8250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.8750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.9250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
7.9750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.0250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.0750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.1250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.1750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.2250000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
8.2750000000000000e+01   1.8000000000000000e+02   9.8928132999999996e+05   
